player,game_id,survival,coins
A,20260520_221424,True,2
B,20260520_221424,True,3
C,20260520_221424,True,2
D,20260520_221424,False,0
A,20260520_221655,True,3
B,20260520_221655,False,0
C,20260520_221655,True,3
D,20260520_221655,True,4
A,20260520_221912,True,3
B,20260520_221912,True,4
C,20260520_221912,True,3
D,20260520_221912,True,4
A,20260520_222029,True,3
B,20260520_222029,False,0
C,20260520_222029,True,3
D,20260520_222029,True,4
A,20260520_222247,False,0
B,20260520_222247,True,3
C,20260520_222247,True,3
D,20260520_222247,True,4
A,20260520_222445,True,3
B,20260520_222445,False,0
C,20260520_222445,True,3
D,20260520_222445,True,4
A,20260520_222731,True,3
B,20260520_222731,True,3
C,20260520_222731,True,3
D,20260520_222731,False,0
A,20260520_223031,False,0
B,20260520_223031,True,3
C,20260520_223031,True,3
D,20260520_223031,True,4
A,20260520_223236,True,3
B,20260520_223236,True,3
C,20260520_223236,False,0
D,20260520_223236,True,4
A,20260520_223442,True,3
B,20260520_223442,True,3
C,20260520_223442,True,4
D,20260520_223442,True,4
A,20260520_223630,True,3
B,20260520_223630,True,3
C,20260520_223630,True,4
D,20260520_223630,True,4
