game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260521_142412,2026-05-21 14:24:12.271149,2026-05-21 14:25:50.132459,4,SUCCESS,B,1,B,97.86131
20260521_142550,2026-05-21 14:25:50.137981,2026-05-21 14:27:06.880044,3,SUCCESS,C,2,"C,D",76.742063
20260521_142706,2026-05-21 14:27:06.883876,2026-05-21 14:28:22.700009,3,SUCCESS,B,2,"B,D",75.816133
20260521_142822,2026-05-21 14:28:22.703645,2026-05-21 14:29:55.760514,3,SUCCESS,B,2,"B,C",93.056869
20260521_142955,2026-05-21 14:29:55.762066,2026-05-21 14:31:31.357887,3,SUCCESS,C,2,"A,C",95.595821
20260521_143131,2026-05-21 14:31:31.361128,2026-05-21 14:32:44.047882,3,SUCCESS,A,2,"A,B",72.686754
20260521_143244,2026-05-21 14:32:44.052113,2026-05-21 14:33:52.669351,3,SUCCESS,C,2,"C,D",68.617238
20260521_143352,2026-05-21 14:33:52.673292,2026-05-21 14:34:46.074558,3,SUCCESS,A,2,"A,D",53.401266
20260521_143446,2026-05-21 14:34:46.078685,2026-05-21 14:35:29.993351,1,SUCCESS,B,4,"A,B,C,D",43.914666
20260521_143529,2026-05-21 14:35:29.996391,2026-05-21 14:35:58.977864,1,SUCCESS,B,4,"A,B,C,D",28.981473
20260521_143558,2026-05-21 14:35:58.978811,2026-05-21 14:36:33.324149,1,SUCCESS,B,4,"A,B,C,D",34.345338
