player,game_id,survival,coins
A,20260520_210508,True,2
B,20260520_210508,False,0
C,20260520_210508,True,2
D,20260520_210508,False,0
A,20260520_210831,False,0
B,20260520_210831,False,0
C,20260520_210831,True,2
D,20260520_210831,True,4
A,20260520_211101,True,2
B,20260520_211101,False,0
C,20260520_211101,False,0
D,20260520_211101,True,4
A,20260520_211410,True,3
B,20260520_211410,True,3
C,20260520_211410,True,3
D,20260520_211410,False,0
A,20260520_211749,True,3
B,20260520_211749,True,3
C,20260520_211749,False,0
D,20260520_211749,True,4
A,20260520_212031,True,3
B,20260520_212031,True,3
C,20260520_212031,False,0
D,20260520_212031,True,4
A,20260520_212420,True,3
B,20260520_212420,True,3
C,20260520_212420,True,4
D,20260520_212420,True,4
A,20260520_212552,True,3
B,20260520_212552,True,3
C,20260520_212552,True,4
D,20260520_212552,True,4
A,20260520_212641,True,3
B,20260520_212641,True,3
C,20260520_212641,True,4
D,20260520_212641,True,4
A,20260520_212718,True,3
B,20260520_212718,True,3
C,20260520_212718,True,4
D,20260520_212718,True,4
A,20260520_212757,True,3
B,20260520_212757,True,3
C,20260520_212757,True,4
D,20260520_212757,True,4
