game_id,round,question_id,capsule_label,correct_answer,player_answers
20260520_210508,1,Q1,Q1-A+B+C,49,"A,B,C:49"
20260520_210508,1,Q2,Q2-B+A,70,"B,A:70"
20260520_210508,1,Q3,Q3-C,84,C:84
20260520_210508,1,Q4,Q4-D,11,D:wrong answer
20260520_210508,2,Q1,Q1-A+B+C,49,"A,B,C:49"
20260520_210508,2,Q2,Q2-B+A,70,"B,A:70"
20260520_210508,2,Q3,Q3-C+B,84,"C,B:84"
20260520_210508,2,Q4,Q4-D,11,D:wrong answer
20260520_210508,2,Q4,Q4-A+C,11,"A,C:11"
20260520_210508,3,Q1,Q1-A+B+C,49,"A,B,C:49"
20260520_210508,3,Q2,Q2-B+A,70,"B,A:70"
20260520_210508,3,Q3,Q3-C+B,84,"C,B:84"
20260520_210508,3,Q4,Q4-D,11,D:wrong answer
20260520_210508,3,Q4,Q4-A+C,11,"A,C:11"
20260520_210831,1,Q1,Q1-A+B,77,"A,B:77"
20260520_210831,1,Q2,Q2-B+A+C,6,"B,A,C:6"
20260520_210831,1,Q3,Q3-C,86,C:86
20260520_210831,1,Q4,Q4-D,11,D:wrong answer
20260520_210831,2,Q1,Q1-A+B,77,"A,B:77"
20260520_210831,2,Q2,Q2-B+A+C,6,"B,A,C:6"
20260520_210831,2,Q3,Q3-C,86,C:86
20260520_210831,2,Q4,Q4-D,11,D:wrong answer
20260520_210831,2,Q4,Q4-C,11,C:11
20260520_210831,3,Q1,Q1-A+B,77,"A,B:77"
20260520_210831,3,Q2,Q2-B+A+C,6,"B,A,C:6"
20260520_210831,3,Q3,Q3-C,86,C:86
20260520_210831,3,Q4,Q4-D,11,D:wrong answer
20260520_210831,3,Q4,Q4-C,11,C:11
20260520_211101,1,Q1,Q1-A,43,A:43
20260520_211101,1,Q2,Q2-B,23,B:23
20260520_211101,1,Q3,Q3-C+A+B,47,"C,A,B:47"
20260520_211101,1,Q4,Q4-D,72,D:wrong answer
20260520_211101,1,Q4,Q4-C,72,C:72
20260520_211101,2,Q1,Q1-A,43,A:43
20260520_211101,2,Q2,Q2-B,23,B:23
20260520_211101,2,Q3,Q3-C+A+B,47,"C,A,B:47"
20260520_211101,2,Q4,Q4-D,72,D:wrong answer
20260520_211101,2,Q4,Q4-C+A+B,72,"C,A,B:72"
20260520_211101,3,Q1,Q1-A,43,A:43
20260520_211101,3,Q2,Q2-B,23,B:23
20260520_211101,3,Q3,Q3-C+A+B,47,"C,A,B:47"
20260520_211101,3,Q4,Q4-D,72,D:wrong answer
20260520_211101,3,Q4,Q4-C+A+B,72,"C,A,B:72"
20260520_211410,1,Q1,Q1-A,44,A:44
20260520_211410,1,Q2,Q2-B,60,B:60
20260520_211410,1,Q3,Q3-C,34,C:34
20260520_211410,1,Q4,Q4-D+A+B+C,82,"D,A,B,C:82"
20260520_211410,2,Q1,Q1-A,44,A:44
20260520_211410,2,Q2,Q2-B,60,B:60
20260520_211410,2,Q3,Q3-C,34,C:34
20260520_211410,2,Q4,Q4-D+A+B+C,82,"D,A,B,C:82"
20260520_211749,1,Q1,Q1-A,87,A:87
20260520_211749,1,Q2,Q2-B,5,B:5
20260520_211749,1,Q3,Q3-C,34,C:34
20260520_211749,1,Q4,Q4-D+A+B+C,47,"D,A,B,C:47"
20260520_211749,2,Q1,Q1-A,87,A:87
20260520_211749,2,Q2,Q2-B,5,B:5
20260520_211749,2,Q3,Q3-C,34,C:34
20260520_211749,2,Q4,Q4-D+A+B+C,47,"D,A,B,C:47"
20260520_212031,1,Q1,Q1-A,60,A:60
20260520_212031,1,Q2,Q2-B,63,B:63
20260520_212031,1,Q3,Q3-C,83,C:83
20260520_212031,1,Q4,Q4-D+A+B+C,36,"D,A,B,C:36"
20260520_212031,2,Q1,Q1-A,60,A:60
20260520_212031,2,Q2,Q2-B,63,B:63
20260520_212031,2,Q3,Q3-C,83,C:83
20260520_212031,2,Q4,Q4-D+A+B+C,36,"D,A,B,C:36"
20260520_212420,1,Q1,Q1-A,79,A:79
20260520_212420,1,Q2,Q2-B,83,B:83
20260520_212420,1,Q3,Q3-C,61,C:61
20260520_212420,1,Q4,Q4-D+A+B,27,"D,A,B:27"
20260520_212552,1,Q1,Q1-A,82,A:82
20260520_212552,1,Q2,Q2-B,75,B:75
20260520_212552,1,Q3,Q3-C,8,C:8
20260520_212552,1,Q4,Q4-D+A+B,84,"D,A,B:84"
20260520_212641,1,Q1,Q1-A,90,A:90
20260520_212641,1,Q2,Q2-B,5,B:5
20260520_212641,1,Q3,Q3-C,80,C:80
20260520_212641,1,Q4,Q4-D+A+B,86,"D,A,B:86"
20260520_212718,1,Q1,Q1-A,11,A:11
20260520_212718,1,Q2,Q2-B,45,B:45
20260520_212718,1,Q3,Q3-C,9,C:9
20260520_212718,1,Q4,Q4-D+A+B,78,"D,A,B:78"
20260520_212757,1,Q1,Q1-A,66,A:66
20260520_212757,1,Q2,Q2-B,8,B:8
20260520_212757,1,Q3,Q3-C,8,C:8
20260520_212757,1,Q4,Q4-D+A+B,48,"D,A,B:48"
