game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_222756,2026-05-20 22:27:56.418446,2026-05-20 22:32:03.621434,3,SUCCESS,C,2,"B,C",247.202988
20260520_223203,2026-05-20 22:32:03.625055,2026-05-20 22:34:47.057280,4,SUCCESS,B,1,B,163.432225
20260520_223447,2026-05-20 22:34:47.060469,2026-05-20 22:37:25.808168,3,SUCCESS,C,2,"C,D",158.747699
20260520_223725,2026-05-20 22:37:25.808977,2026-05-20 22:39:50.068573,1,SUCCESS,A,4,"A,B,C,D",144.259596
20260520_223950,2026-05-20 22:39:50.071233,2026-05-20 22:41:08.115876,1,SUCCESS,A,4,"A,B,C,D",78.044643
20260520_224108,2026-05-20 22:41:08.118770,2026-05-20 22:41:55.698761,1,SUCCESS,A,4,"A,B,C,D",47.579991
20260520_224155,2026-05-20 22:41:55.710845,2026-05-20 22:42:33.871230,1,SUCCESS,A,4,"A,B,C,D",38.160385
20260520_224233,2026-05-20 22:42:33.873561,2026-05-20 22:43:03.717389,1,SUCCESS,A,4,"A,B,C,D",29.843828
20260520_224303,2026-05-20 22:43:03.719111,2026-05-20 22:43:23.762964,1,SUCCESS,A,4,"A,B,C,D",20.043853
20260520_224323,2026-05-20 22:43:23.764518,2026-05-20 22:43:44.193662,1,SUCCESS,A,4,"A,B,C,D",20.429144
20260520_224344,2026-05-20 22:43:44.195260,2026-05-20 22:44:09.282707,1,SUCCESS,A,4,"A,B,C,D",25.087447
