game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_031601,2026-05-20 03:16:01.002133,2026-05-20 03:17:23.391059,4,ALL_DEAD,None,0,,82.388926
20260520_031723,2026-05-20 03:17:23.395736,2026-05-20 03:18:36.068332,3,SUCCESS,B,2,"B,C",72.672596
20260520_031836,2026-05-20 03:18:36.069755,2026-05-20 03:19:56.554440,4,SUCCESS,C,1,C,80.484685
20260520_031956,2026-05-20 03:19:56.558365,2026-05-20 03:20:51.937912,4,SUCCESS,A,1,A,55.379547
20260520_032051,2026-05-20 03:20:51.941862,2026-05-20 03:22:09.553034,4,SUCCESS,C,1,C,77.611172
20260520_032209,2026-05-20 03:22:09.556554,2026-05-20 03:23:01.621587,4,ALL_DEAD,None,0,,52.065033
20260520_032301,2026-05-20 03:23:01.625875,2026-05-20 03:24:18.483302,3,SUCCESS,B,2,"B,C",76.857427
20260520_032418,2026-05-20 03:24:18.486811,2026-05-20 03:25:11.217128,4,SUCCESS,A,1,A,52.730317
20260520_032511,2026-05-20 03:25:11.220948,2026-05-20 03:26:24.501995,4,SUCCESS,C,1,C,73.281047
20260520_032624,2026-05-20 03:26:24.506644,2026-05-20 03:27:29.490746,4,ALL_DEAD,None,0,,64.984102
20260520_032729,2026-05-20 03:27:29.494259,2026-05-20 03:29:22.109004,3,SUCCESS,B,2,"B,C",112.614745
