player,game_id,survival,coins
A,20260519_210242,True,2
B,20260519_210242,False,0
C,20260519_210242,False,0
D,20260519_210242,True,4
A,20260519_210617,True,3
B,20260519_210617,True,4
C,20260519_210617,True,3
D,20260519_210617,True,4
A,20260519_210719,True,3
B,20260519_210719,True,4
C,20260519_210719,True,3
D,20260519_210719,True,4
A,20260519_210839,True,3
B,20260519_210839,True,4
C,20260519_210839,True,3
D,20260519_210839,True,4
A,20260519_210921,True,3
B,20260519_210921,True,4
C,20260519_210921,True,3
D,20260519_210921,True,4
A,20260519_210954,True,3
B,20260519_210954,True,4
C,20260519_210954,True,3
D,20260519_210954,True,4
A,20260519_211027,True,3
B,20260519_211027,True,4
C,20260519_211027,True,3
D,20260519_211027,True,4
A,20260519_211050,True,3
B,20260519_211050,True,4
C,20260519_211050,True,3
D,20260519_211050,True,4
A,20260519_211115,True,3
B,20260519_211115,True,4
C,20260519_211115,True,3
D,20260519_211115,True,4
A,20260519_211133,True,3
B,20260519_211133,True,4
C,20260519_211133,True,3
D,20260519_211133,True,4
A,20260519_211207,True,3
B,20260519_211207,True,4
C,20260519_211207,True,3
D,20260519_211207,True,4
