game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260522_142724,2026-05-22 14:27:24.918736,2026-05-22 14:30:42.672555,3,SUCCESS,C,2,"C,D",197.753819
20260522_143042,2026-05-22 14:30:42.677294,2026-05-22 14:34:00.897519,4,ALL_DEAD,None,0,,198.220225
20260522_143400,2026-05-22 14:34:00.902332,2026-05-22 14:37:34.166576,1,SUCCESS,C,4,"A,B,C,D",213.264244
20260522_143734,2026-05-22 14:37:34.169754,2026-05-22 14:38:51.168484,1,SUCCESS,B,4,"A,B,C,D",76.99873
20260522_143851,2026-05-22 14:38:51.172019,2026-05-22 14:39:31.430814,1,SUCCESS,C,4,"A,B,C,D",40.258795
20260522_143931,2026-05-22 14:39:31.435180,2026-05-22 14:40:02.254800,1,SUCCESS,B,4,"A,B,C,D",30.81962
20260522_144002,2026-05-22 14:40:02.258272,2026-05-22 14:40:18.918851,1,SUCCESS,C,4,"A,B,C,D",16.660579
20260522_144018,2026-05-22 14:40:18.922936,2026-05-22 14:40:37.326866,1,SUCCESS,C,4,"A,B,C,D",18.40393
20260522_144037,2026-05-22 14:40:37.363045,2026-05-22 14:40:54.597338,1,SUCCESS,B,4,"A,B,C,D",17.234293
20260522_144054,2026-05-22 14:40:54.601633,2026-05-22 14:41:12.318314,1,SUCCESS,C,4,"A,B,C,D",17.716681
20260522_144112,2026-05-22 14:41:12.322865,2026-05-22 14:41:29.036337,1,SUCCESS,B,4,"A,B,C,D",16.713472
