player,game_id,survival,coins
A,20260522_021337,False,0
B,20260522_021337,False,0
C,20260522_021337,True,2
D,20260522_021337,True,4
A,20260522_021632,False,0
B,20260522_021632,True,3
C,20260522_021632,True,2
D,20260522_021632,True,4
A,20260522_022030,True,4
B,20260522_022030,True,3
C,20260522_022030,True,3
D,20260522_022030,True,4
A,20260522_022203,True,4
B,20260522_022203,True,3
C,20260522_022203,True,3
D,20260522_022203,True,4
A,20260522_022311,False,0
B,20260522_022311,True,2
C,20260522_022311,True,3
D,20260522_022311,True,4
A,20260522_022650,True,4
B,20260522_022650,True,3
C,20260522_022650,True,3
D,20260522_022650,True,4
A,20260522_022856,True,4
B,20260522_022856,True,3
C,20260522_022856,True,3
D,20260522_022856,True,4
A,20260522_023006,True,4
B,20260522_023006,True,3
C,20260522_023006,True,3
D,20260522_023006,True,4
A,20260522_023034,True,4
B,20260522_023034,True,3
C,20260522_023034,True,3
D,20260522_023034,True,4
A,20260522_023101,True,4
B,20260522_023101,True,3
C,20260522_023101,True,3
D,20260522_023101,True,4
A,20260522_023123,True,4
B,20260522_023123,True,3
C,20260522_023123,True,3
D,20260522_023123,True,4
