player,game_id,survival,coins
A,20260521_143026,True,2
B,20260521_143026,True,1
C,20260521_143026,False,0
D,20260521_143026,False,0
A,20260521_143159,True,2
B,20260521_143159,False,0
C,20260521_143159,False,0
D,20260521_143159,True,4
A,20260521_143255,False,0
B,20260521_143255,True,1
C,20260521_143255,False,0
D,20260521_143255,False,0
A,20260521_143349,False,0
B,20260521_143349,True,1
C,20260521_143349,True,2
D,20260521_143349,False,0
A,20260521_143451,True,2
B,20260521_143451,False,0
C,20260521_143451,True,2
D,20260521_143451,False,0
A,20260521_143557,False,0
B,20260521_143557,False,0
C,20260521_143557,True,2
D,20260521_143557,True,4
A,20260521_143640,False,0
B,20260521_143640,False,0
C,20260521_143640,False,0
D,20260521_143640,False,0
