player,game_id,survival,coins
A,20260520_010846,False,0
B,20260520_010846,False,0
C,20260520_010846,False,0
D,20260520_010846,False,0
A,20260520_011108,True,1
B,20260520_011108,True,2
C,20260520_011108,False,0
D,20260520_011108,False,0
A,20260520_011509,True,3
B,20260520_011509,True,4
C,20260520_011509,True,4
D,20260520_011509,True,4
A,20260520_011613,True,3
B,20260520_011613,True,4
C,20260520_011613,True,4
D,20260520_011613,True,4
A,20260520_011718,True,3
B,20260520_011718,True,4
C,20260520_011718,True,4
D,20260520_011718,True,4
A,20260520_011802,True,3
B,20260520_011802,True,4
C,20260520_011802,True,4
D,20260520_011802,True,4
A,20260520_011827,True,3
B,20260520_011827,True,4
C,20260520_011827,True,4
D,20260520_011827,True,4
A,20260520_011852,True,3
B,20260520_011852,True,4
C,20260520_011852,True,4
D,20260520_011852,True,4
A,20260520_011930,True,3
B,20260520_011930,True,4
C,20260520_011930,True,4
D,20260520_011930,True,4
A,20260520_012004,True,3
B,20260520_012004,True,4
C,20260520_012004,True,4
D,20260520_012004,True,4
A,20260520_012105,True,3
B,20260520_012105,True,4
C,20260520_012105,True,4
D,20260520_012105,True,4
