game_id,agent_id,model,survived,was_winner,game_outcome,total_rounds,reflection
20260521_155528,A,anthropic:claude-sonnet-4-6,True,True,SUCCESS,4,[No reflection - reflection_mode is 'none']
20260521_155528,B,anthropic:claude-sonnet-4-6,False,False,SUCCESS,4,[No reflection - reflection_mode is 'none']
20260521_155528,C,anthropic:claude-sonnet-4-6,False,False,SUCCESS,4,[No reflection - reflection_mode is 'none']
20260521_155528,D,dummy,False,False,SUCCESS,4,[No reflection - reflection_mode is 'none']
20260521_155914,A,anthropic:claude-sonnet-4-6,False,False,SUCCESS,2,[No reflection - reflection_mode is 'none']
20260521_155914,B,anthropic:claude-sonnet-4-6,True,False,SUCCESS,2,[No reflection - reflection_mode is 'none']
20260521_155914,C,anthropic:claude-sonnet-4-6,True,True,SUCCESS,2,[No reflection - reflection_mode is 'none']
20260521_155914,D,dummy,True,False,SUCCESS,2,[No reflection - reflection_mode is 'none']
20260521_160127,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,2,[No reflection - reflection_mode is 'none']
20260521_160127,B,anthropic:claude-sonnet-4-6,False,False,SUCCESS,2,[No reflection - reflection_mode is 'none']
20260521_160127,C,anthropic:claude-sonnet-4-6,True,True,SUCCESS,2,[No reflection - reflection_mode is 'none']
20260521_160127,D,dummy,True,False,SUCCESS,2,[No reflection - reflection_mode is 'none']
20260521_160518,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_160518,B,anthropic:claude-sonnet-4-6,True,True,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_160518,C,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_160518,D,dummy,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_160834,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_160834,B,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_160834,C,anthropic:claude-sonnet-4-6,True,True,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_160834,D,dummy,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161024,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161024,B,anthropic:claude-sonnet-4-6,True,True,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161024,C,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161024,D,dummy,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161115,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161115,B,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161115,C,anthropic:claude-sonnet-4-6,True,True,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161115,D,dummy,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161154,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161154,B,anthropic:claude-sonnet-4-6,True,True,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161154,C,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161154,D,dummy,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161214,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161214,B,anthropic:claude-sonnet-4-6,True,True,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161214,C,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161214,D,dummy,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161229,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161229,B,anthropic:claude-sonnet-4-6,True,True,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161229,C,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161229,D,dummy,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161242,A,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161242,B,anthropic:claude-sonnet-4-6,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161242,C,anthropic:claude-sonnet-4-6,True,True,SUCCESS,1,[No reflection - reflection_mode is 'none']
20260521_161242,D,dummy,True,False,SUCCESS,1,[No reflection - reflection_mode is 'none']
