game_id,round,question_id,capsule_label,correct_answer,player_answers
20260520_200714,1,Q1,Q1-A+B,9,"A,B:9"
20260520_200714,1,Q2,Q2-B+A+C,87,"B,A,C:87"
20260520_200714,1,Q3,Q3-C,61,C:61
20260520_200714,1,Q4,Q4-D,43,D:wrong answer
20260520_200714,2,Q1,Q1-A+B,9,"A,B:9"
20260520_200714,2,Q2,Q2-B+A+C,87,"B,A,C:87"
20260520_200714,2,Q3,Q3-C+A+B,61,"C,A,B:61"
20260520_200714,2,Q4,Q4-D,43,D:wrong answer
20260520_200714,3,Q1,Q1-A+B,9,"A,B:9"
20260520_200714,3,Q2,Q2-B+A+C,87,"B,A,C:87"
20260520_200714,3,Q3,Q3-C+A+B,61,"C,A,B:61"
20260520_200714,3,Q4,Q4-D,43,D:wrong answer
20260520_200714,3,Q4,Q4-A+B,43,"A,B:43"
20260520_200714,4,Q1,Q1-A+B,9,"A,B:9"
20260520_200714,4,Q2,Q2-B+A+C,87,"B,A,C:87"
20260520_200714,4,Q3,Q3-C+A+B,61,"C,A,B:61"
20260520_200714,4,Q4,Q4-D,43,D:wrong answer
20260520_200714,4,Q4,Q4-A+B,43,"A,B:43"
20260520_201013,1,Q1,Q1-A+B+C,5,"A,B,C:5"
20260520_201013,1,Q2,Q2-B+A,75,"B,A:75"
20260520_201013,1,Q3,Q3-C,18,C:18
20260520_201013,1,Q4,Q4-D,79,D:79
20260520_201013,2,Q1,Q1-A+B+C,5,"A,B,C:5"
20260520_201013,2,Q2,Q2-B+A,75,"B,A:75"
20260520_201013,2,Q3,Q3-C,18,C:18
20260520_201013,2,Q4,Q4-D+A+B,79,"D,A,B:79"
20260520_201408,1,Q1,Q1-A+B,66,"A,B:66"
20260520_201408,1,Q2,Q2-B+A,34,"B,A:34"
20260520_201408,1,Q3,Q3-C,48,C:48
20260520_201408,1,Q4,Q4-D+C,84,"D,C:84"
20260520_201408,2,Q1,Q1-A+B,66,"A,B:66"
20260520_201408,2,Q2,Q2-B+A,34,"B,A:34"
20260520_201408,2,Q3,Q3-C+A,48,"C,A:48"
20260520_201408,2,Q4,Q4-D+C,84,"D,C:84"
20260520_201615,1,Q1,Q1-A+B,82,"A,B:82"
20260520_201615,1,Q2,Q2-B+A,60,"B,A:60"
20260520_201615,1,Q3,Q3-C,36,C:36
20260520_201615,1,Q4,Q4-D+C,9,"D,C:9"
20260520_201615,2,Q1,Q1-A+B,82,"A,B:82"
20260520_201615,2,Q2,Q2-B+A,60,"B,A:60"
20260520_201615,2,Q3,Q3-C+A+B,36,"C,A,B:36"
20260520_201615,2,Q4,Q4-D+C,9,"D,C:9"
20260520_201829,1,Q1,Q1-A+B,87,"A,B:87"
20260520_201829,1,Q2,Q2-B+A,38,"B,A:38"
20260520_201829,1,Q3,Q3-C,83,C:83
20260520_201829,1,Q4,Q4-D+C,11,"D,C:11"
20260520_201829,2,Q1,Q1-A+B,87,"A,B:87"
20260520_201829,2,Q2,Q2-B+A,38,"B,A:38"
20260520_201829,2,Q3,Q3-C,83,C:83
20260520_201829,2,Q4,Q4-D+C,11,"D,C:11"
20260520_202203,1,Q1,Q1-A+B,45,"A,B:45"
20260520_202203,1,Q2,Q2-B+A,80,"B,A:80"
20260520_202203,1,Q3,Q3-C,90,C:90
20260520_202203,1,Q4,Q4-D+C,90,"D,C:90"
20260520_202203,2,Q1,Q1-A+B,45,"A,B:45"
20260520_202203,2,Q2,Q2-B+A,80,"B,A:80"
20260520_202203,2,Q3,Q3-C,90,C:90
20260520_202203,2,Q4,Q4-D+C,90,"D,C:90"
20260520_202622,1,Q1,Q1-A+B,8,"A,B:8"
20260520_202622,1,Q2,Q2-B,38,B:38
20260520_202622,1,Q3,Q3-C,64,C:64
20260520_202622,1,Q4,Q4-D+C,90,"D,C:90"
20260520_202836,1,Q1,Q1-A+B,63,"A,B:63"
20260520_202836,1,Q2,Q2-B,39,B:39
20260520_202836,1,Q3,Q3-C,23,C:23
20260520_202836,1,Q4,Q4-D+C,60,"D,C:60"
20260520_203030,1,Q1,Q1-A+B,11,"A,B:11"
20260520_203030,1,Q2,Q2-B,43,B:43
20260520_203030,1,Q3,Q3-C,84,C:84
20260520_203030,1,Q4,Q4-D+C,6,"D,C:6"
20260520_203103,1,Q1,Q1-A+B,11,"A,B:11"
20260520_203103,1,Q2,Q2-B,37,B:37
20260520_203103,1,Q3,Q3-C,63,C:63
20260520_203103,1,Q4,Q4-D+C,83,"D,C:83"
20260520_203147,1,Q1,Q1-A+B,8,"A,B:8"
20260520_203147,1,Q2,Q2-B,38,B:38
20260520_203147,1,Q3,Q3-C,7,C:7
20260520_203147,1,Q4,Q4-D+C,8,"D,C:8"
