player,game_id,survival,coins
A,20260520_200714,False,0
B,20260520_200714,True,1
C,20260520_200714,False,0
D,20260520_200714,False,0
A,20260520_201013,True,2
B,20260520_201013,True,2
C,20260520_201013,True,3
D,20260520_201013,False,0
A,20260520_201408,True,2
B,20260520_201408,False,0
C,20260520_201408,True,3
D,20260520_201408,True,4
A,20260520_201615,True,2
B,20260520_201615,True,2
C,20260520_201615,True,3
D,20260520_201615,False,0
A,20260520_201829,True,3
B,20260520_201829,True,3
C,20260520_201829,False,0
D,20260520_201829,True,4
A,20260520_202203,False,0
B,20260520_202203,True,3
C,20260520_202203,True,3
D,20260520_202203,True,4
A,20260520_202622,True,4
B,20260520_202622,True,3
C,20260520_202622,True,3
D,20260520_202622,True,4
A,20260520_202836,True,4
B,20260520_202836,True,3
C,20260520_202836,True,3
D,20260520_202836,True,4
A,20260520_203030,True,4
B,20260520_203030,True,3
C,20260520_203030,True,3
D,20260520_203030,True,4
A,20260520_203103,True,4
B,20260520_203103,True,3
C,20260520_203103,True,3
D,20260520_203103,True,4
A,20260520_203147,True,4
B,20260520_203147,True,3
C,20260520_203147,True,3
D,20260520_203147,True,4
