game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_200714,2026-05-20 20:07:14.612650,2026-05-20 20:10:13.858060,4,SUCCESS,B,1,B,179.24541
20260520_201013,2026-05-20 20:10:13.860155,2026-05-20 20:14:08.879270,2,SUCCESS,C,3,"A,B,C",235.019115
20260520_201408,2026-05-20 20:14:08.881909,2026-05-20 20:16:15.986221,2,SUCCESS,C,3,"A,C,D",127.104312
20260520_201615,2026-05-20 20:16:15.989160,2026-05-20 20:18:29.587472,2,SUCCESS,C,3,"A,B,C",133.598312
20260520_201829,2026-05-20 20:18:29.589848,2026-05-20 20:22:03.331374,2,SUCCESS,B,3,"A,B,D",213.741526
20260520_202203,2026-05-20 20:22:03.333992,2026-05-20 20:26:22.069874,2,SUCCESS,C,3,"B,C,D",258.735882
20260520_202622,2026-05-20 20:26:22.072111,2026-05-20 20:28:36.899506,1,SUCCESS,A,4,"A,B,C,D",134.827395
20260520_202836,2026-05-20 20:28:36.901319,2026-05-20 20:30:30.214038,1,SUCCESS,A,4,"A,B,C,D",113.312719
20260520_203030,2026-05-20 20:30:30.216770,2026-05-20 20:31:03.948508,1,SUCCESS,A,4,"A,B,C,D",33.731738
20260520_203103,2026-05-20 20:31:03.951159,2026-05-20 20:31:47.454721,1,SUCCESS,A,4,"A,B,C,D",43.503562
20260520_203147,2026-05-20 20:31:47.457516,2026-05-20 20:32:12.005991,1,SUCCESS,A,4,"A,B,C,D",24.548475
