game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20251210_181703,2025-12-10 18:17:03.991755,2025-12-10 18:25:17.903917,4,SUCCESS,C,1,C,493.912162
20251210_182517,2025-12-10 18:25:17.908363,2025-12-10 18:29:24.953438,1,SUCCESS,A,4,"A,B,C,D",247.045075
20251210_182924,2025-12-10 18:29:24.958645,2025-12-10 18:32:51.437258,1,SUCCESS,A,4,"A,B,C,D",206.478613
20251210_183251,2025-12-10 18:32:51.439555,2025-12-10 18:36:52.926783,1,SUCCESS,A,4,"A,B,C,D",241.487228
20251210_183652,2025-12-10 18:36:52.931316,2025-12-10 18:42:19.703445,1,SUCCESS,A,4,"A,B,C,D",326.772129
20251210_184219,2025-12-10 18:42:19.705756,2025-12-10 18:48:41.178518,1,SUCCESS,A,4,"A,B,C,D",381.472762
20251210_184841,2025-12-10 18:48:41.183242,2025-12-10 18:52:07.772626,1,SUCCESS,A,4,"A,B,C,D",206.589384
20251210_185207,2025-12-10 18:52:07.775318,2025-12-10 18:55:22.005386,1,SUCCESS,A,4,"A,B,C,D",194.230068
20251210_185522,2025-12-10 18:55:22.010939,2025-12-10 18:59:05.213319,1,SUCCESS,A,4,"A,B,C,D",223.20238
20251210_185905,2025-12-10 18:59:05.216461,2025-12-10 19:00:23.601061,1,SUCCESS,A,4,"A,B,C,D",78.3846
20251210_190023,2025-12-10 19:00:23.603068,2025-12-10 19:03:02.528063,1,SUCCESS,A,4,"A,B,C,D",158.924995
