player,game_id,survival,coins
A,20260522_151721,False,0
B,20260522_151721,True,3
C,20260522_151721,True,3
D,20260522_151721,True,4
A,20260522_151836,True,4
B,20260522_151836,True,3
C,20260522_151836,True,4
D,20260522_151836,True,4
A,20260522_151916,True,4
B,20260522_151916,True,4
C,20260522_151916,True,4
D,20260522_151916,True,4
A,20260522_151952,True,4
B,20260522_151952,True,4
C,20260522_151952,True,4
D,20260522_151952,True,4
A,20260522_152031,True,4
B,20260522_152031,True,4
C,20260522_152031,True,4
D,20260522_152031,True,4
A,20260522_152112,True,4
B,20260522_152112,True,4
C,20260522_152112,True,4
D,20260522_152112,True,4
A,20260522_152150,True,4
B,20260522_152150,True,4
C,20260522_152150,True,4
D,20260522_152150,True,4
