player,game_id,survival,coins
A,20260520_223725,True,2
B,20260520_223725,False,0
C,20260520_223725,False,0
D,20260520_223725,True,4
A,20260520_223959,True,3
B,20260520_223959,False,0
C,20260520_223959,True,3
D,20260520_223959,True,4
A,20260520_224202,True,4
B,20260520_224202,True,4
C,20260520_224202,True,3
D,20260520_224202,True,4
A,20260520_224354,False,0
B,20260520_224354,False,0
C,20260520_224354,False,0
D,20260520_224354,False,0
A,20260520_224645,False,0
B,20260520_224645,False,0
C,20260520_224645,True,2
D,20260520_224645,False,0
A,20260520_225318,True,3
B,20260520_225318,True,3
C,20260520_225318,True,4
D,20260520_225318,True,4
A,20260520_225548,True,3
B,20260520_225548,True,3
C,20260520_225548,True,4
D,20260520_225548,True,4
A,20260520_225728,True,3
B,20260520_225728,True,3
C,20260520_225728,True,4
D,20260520_225728,True,4
A,20260520_225800,True,3
B,20260520_225800,True,3
C,20260520_225800,True,4
D,20260520_225800,True,4
A,20260520_225835,True,3
B,20260520_225835,True,3
C,20260520_225835,True,4
D,20260520_225835,True,4
A,20260520_225857,True,3
B,20260520_225857,True,3
C,20260520_225857,True,4
D,20260520_225857,True,4
