game_id,round,question_id,capsule_label,correct_answer,player_answers
20260521_221451,1,Q1,Q1-A+B+C,7,"A,B,C:7"
20260521_221451,1,Q2,Q2-B+A,37,"B,A:37"
20260521_221451,1,Q3,Q3-C,10,C:10
20260521_221451,1,Q4,Q4-D,77,D:77
20260521_221451,2,Q1,Q1-A+B+C,7,"A,B,C:7"
20260521_221451,2,Q2,Q2-B+A,37,"B,A:37"
20260521_221451,2,Q3,Q3-C+B,10,"C,B:10"
20260521_221451,2,Q4,Q4-D+A+C,77,"D,A,C:77"
20260521_221451,3,Q1,Q1-A+B+C,7,"A,B,C:7"
20260521_221451,3,Q2,Q2-B+A,37,"B,A:37"
20260521_221451,3,Q3,Q3-C+B,10,"C,B:10"
20260521_221451,3,Q4,Q4-D+A+C,77,"D,A,C:77"
20260521_221808,1,Q1,Q1-A+B+C,5,"A,B,C:5"
20260521_221808,1,Q2,Q2-B,36,B:36
20260521_221808,1,Q3,Q3-C+A,87,"C,A:87"
20260521_221808,1,Q4,Q4-D,61,D:61
20260521_221808,2,Q1,Q1-A+B+C,5,"A,B,C:5"
20260521_221808,2,Q2,Q2-B,36,B:36
20260521_221808,2,Q3,Q3-C+A,87,"C,A:87"
20260521_221808,2,Q4,Q4-D,61,D:61
20260521_221950,1,Q1,Q1-A+B,6,"A,B:6"
20260521_221950,1,Q2,Q2-B+A+C,72,"B,A,C:72"
20260521_221950,1,Q3,Q3-C,5,C:5
20260521_221950,1,Q4,Q4-D,66,D:66
20260521_221950,2,Q1,Q1-A+B,6,"A,B:6"
20260521_221950,2,Q2,Q2-B+A+C,72,"B,A,C:72"
20260521_221950,2,Q3,Q3-C,5,C:5
20260521_221950,2,Q4,Q4-D,66,D:66
20260521_222211,1,Q1,Q1-A,84,A:84
20260521_222211,1,Q2,Q2-B,6,B:6
20260521_222211,1,Q3,Q3-C+A,9,"C,A:9"
20260521_222211,1,Q4,Q4-D,45,D:wrong answer
20260521_222211,2,Q1,Q1-A,84,A:84
20260521_222211,2,Q2,Q2-B+A+C,6,"B,A,C:6"
20260521_222211,2,Q3,Q3-C+A,9,"C,A:9"
20260521_222211,2,Q4,Q4-D,45,D:wrong answer
20260521_222211,3,Q1,Q1-A+C,84,"A,C:84"
20260521_222211,3,Q2,Q2-B+A+C,6,"B,A,C:6"
20260521_222211,3,Q3,Q3-C+A,9,"C,A:9"
20260521_222211,3,Q4,Q4-D,45,D:wrong answer
20260521_222211,4,Q1,Q1-A+C,84,"A,C:84"
20260521_222211,4,Q2,Q2-B+A+C,6,"B,A,C:6"
20260521_222211,4,Q3,Q3-C+A,9,"C,A:9"
20260521_222211,4,Q4,Q4-D,45,D:wrong answer
20260521_222553,1,Q1,Q1-A+B,37,"A,B:37"
20260521_222553,1,Q2,Q2-B,38,B:38
20260521_222553,1,Q3,Q3-C,60,C:60
20260521_222553,1,Q4,Q4-D,6,D:wrong answer
20260521_222553,2,Q1,Q1-A+B,37,"A,B:37"
20260521_222553,2,Q2,Q2-B,38,B:38
20260521_222553,2,Q3,Q3-C+A,60,"C,A:60"
20260521_222553,2,Q4,Q4-D,6,D:wrong answer
20260521_222553,2,Q4,Q4-B,6,B:6
20260521_222553,3,Q1,Q1-A+B,37,"A,B:37"
20260521_222553,3,Q2,Q2-B,38,B:38
20260521_222553,3,Q3,Q3-C+A,60,"C,A:60"
20260521_222553,3,Q4,Q4-D,6,D:wrong answer
20260521_222553,3,Q4,Q4-B,6,B:6
20260521_223050,1,Q1,Q1-A+B,82,"A,B:82"
20260521_223050,1,Q2,Q2-B,49,B:49
20260521_223050,1,Q3,Q3-C,11,C:11
20260521_223050,1,Q4,Q4-D,82,D:82
20260521_223309,1,Q1,Q1-A+B,63,"A,B:63"
20260521_223309,1,Q2,Q2-B,70,B:70
20260521_223309,1,Q3,Q3-C,24,C:24
20260521_223309,1,Q4,Q4-D,34,D:34
20260521_223420,1,Q1,Q1-A+B,34,"A,B:34"
20260521_223420,1,Q2,Q2-B,48,B:48
20260521_223420,1,Q3,Q3-C,8,C:8
20260521_223420,1,Q4,Q4-D,43,D:43
20260521_223457,1,Q1,Q1-A+B,60,"A,B:60"
20260521_223457,1,Q2,Q2-B,73,B:73
20260521_223457,1,Q3,Q3-C,78,C:78
20260521_223457,1,Q4,Q4-D,83,D:83
20260521_223540,1,Q1,Q1-A+B,84,"A,B:84"
20260521_223540,1,Q2,Q2-B,29,B:29
20260521_223540,1,Q3,Q3-C,75,C:75
20260521_223540,1,Q4,Q4-D,33,D:33
20260521_223618,1,Q1,Q1-A+B,72,"A,B:72"
20260521_223618,1,Q2,Q2-B,9,B:9
20260521_223618,1,Q3,Q3-C,5,C:5
20260521_223618,1,Q4,Q4-D,87,D:87
