game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260521_221451,2026-05-21 22:14:51.846432,2026-05-21 22:18:08.697472,3,SUCCESS,C,2,"B,C",196.85104
20260521_221808,2026-05-21 22:18:08.701333,2026-05-21 22:19:50.989442,2,SUCCESS,A,3,"A,C,D",102.288109
20260521_221950,2026-05-21 22:19:50.992930,2026-05-21 22:22:11.319857,2,SUCCESS,B,3,"A,B,D",140.326927
20260521_222211,2026-05-21 22:22:11.324088,2026-05-21 22:25:53.413879,4,ALL_DEAD,None,0,,222.089791
20260521_222553,2026-05-21 22:25:53.416224,2026-05-21 22:30:50.116400,3,SUCCESS,A,2,"A,D",296.700176
20260521_223050,2026-05-21 22:30:50.120481,2026-05-21 22:33:09.829414,1,SUCCESS,A,4,"A,B,C,D",139.708933
20260521_223309,2026-05-21 22:33:09.832132,2026-05-21 22:34:20.208749,1,SUCCESS,C,4,"A,B,C,D",70.376617
20260521_223420,2026-05-21 22:34:20.212054,2026-05-21 22:34:57.936969,1,SUCCESS,C,4,"A,B,C,D",37.724915
20260521_223457,2026-05-21 22:34:57.939727,2026-05-21 22:35:40.595838,1,SUCCESS,A,4,"A,B,C,D",42.656111
20260521_223540,2026-05-21 22:35:40.601366,2026-05-21 22:36:18.104362,1,SUCCESS,A,4,"A,B,C,D",37.502996
20260521_223618,2026-05-21 22:36:18.109108,2026-05-21 22:36:59.384240,1,SUCCESS,A,4,"A,B,C,D",41.275132
