player,game_id,survival,coins
A,20260522_022630,True,2
B,20260522_022630,False,0
C,20260522_022630,True,2
D,20260522_022630,False,0
A,20260522_023008,False,0
B,20260522_023008,True,2
C,20260522_023008,False,0
D,20260522_023008,True,4
A,20260522_023327,True,2
B,20260522_023327,False,0
C,20260522_023327,False,0
D,20260522_023327,True,4
A,20260522_023613,False,0
B,20260522_023613,True,3
C,20260522_023613,True,3
D,20260522_023613,True,4
A,20260522_023930,True,4
B,20260522_023930,True,3
C,20260522_023930,True,3
D,20260522_023930,True,4
A,20260522_024050,True,4
B,20260522_024050,True,3
C,20260522_024050,True,3
D,20260522_024050,True,4
A,20260522_024217,True,4
B,20260522_024217,True,3
C,20260522_024217,True,3
D,20260522_024217,True,4
A,20260522_024315,True,4
B,20260522_024315,True,3
C,20260522_024315,True,3
D,20260522_024315,True,4
A,20260522_024404,True,4
B,20260522_024404,True,3
C,20260522_024404,True,3
D,20260522_024404,True,4
A,20260522_024446,True,4
B,20260522_024446,True,3
C,20260522_024446,True,3
D,20260522_024446,True,4
A,20260522_024510,True,4
B,20260522_024510,True,3
C,20260522_024510,True,3
D,20260522_024510,True,4
