game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20251210_023113,2025-12-10 02:31:13.477539,2025-12-10 02:33:42.303345,2,SUCCESS,B,3,"B,C,D",148.825806
20251210_023342,2025-12-10 02:33:42.305491,2025-12-10 02:35:48.207835,1,SUCCESS,B,4,"A,B,C,D",125.902344
20251210_023548,2025-12-10 02:35:48.209957,2025-12-10 02:37:06.818428,1,SUCCESS,B,4,"A,B,C,D",78.608471
20251210_023706,2025-12-10 02:37:06.821029,2025-12-10 02:39:55.851104,1,SUCCESS,A,4,"A,B,C,D",169.030075
20251210_023955,2025-12-10 02:39:55.851779,2025-12-10 02:41:19.987883,1,SUCCESS,A,4,"A,B,C,D",84.136104
20251210_024119,2025-12-10 02:41:19.989493,2025-12-10 02:42:57.345615,1,SUCCESS,A,4,"A,B,C,D",97.356122
20251210_024257,2025-12-10 02:42:57.348299,2025-12-10 02:46:46.983814,1,SUCCESS,A,4,"A,B,C,D",229.635515
20251210_024646,2025-12-10 02:46:46.986907,2025-12-10 02:48:32.948264,1,SUCCESS,A,4,"A,B,C,D",105.961357
20251210_024832,2025-12-10 02:48:32.950584,2025-12-10 02:50:04.104497,1,SUCCESS,C,4,"A,B,C,D",91.153913
20251210_025004,2025-12-10 02:50:04.107133,2025-12-10 02:51:20.508982,1,SUCCESS,A,4,"A,B,C,D",76.401849
