game_id,round,question_id,capsule_label,correct_answer,player_answers
20260521_143302,1,Q1,Q1-A+B+C,82,"A,B,C:82"
20260521_143302,1,Q2,Q2-B+A,48,"B,A:48"
20260521_143302,1,Q3,Q3-C,37,C:37
20260521_143302,1,Q4,Q4-D,29,D:29
20260521_143302,2,Q1,Q1-A+B+C,82,"A,B,C:82"
20260521_143302,2,Q2,Q2-B+A,48,"B,A:48"
20260521_143302,2,Q3,Q3-C+A,37,"C,A:37"
20260521_143302,2,Q4,Q4-D+C,29,"D,C:29"
20260521_143302,3,Q1,Q1-A+B+C,82,"A,B,C:82"
20260521_143302,3,Q2,Q2-B+A,48,"B,A:48"
20260521_143302,3,Q3,Q3-C+A,37,"C,A:37"
20260521_143302,3,Q4,Q4-D+C,29,"D,C:29"
20260521_143529,1,Q1,Q1-A+B+C,11,"A,B,C:11"
20260521_143529,1,Q2,Q2-B+A,61,"B,A:61"
20260521_143529,1,Q3,Q3-C,78,C:78
20260521_143529,1,Q4,Q4-D,47,D:47
20260521_143529,2,Q1,Q1-A+B+C,11,"A,B,C:11"
20260521_143529,2,Q2,Q2-B+A,61,"B,A:61"
20260521_143529,2,Q3,Q3-C,78,C:78
20260521_143529,2,Q4,Q4-D,47,D:47
20260521_143743,1,Q1,Q1-A+C,87,"A,C:87"
20260521_143743,1,Q2,Q2-B+A,24,"B,A:24"
20260521_143743,1,Q3,Q3-C,86,C:86
20260521_143743,1,Q4,Q4-D,88,D:88
20260521_143904,1,Q1,Q1-A+C,60,"A,C:60"
20260521_143904,1,Q2,Q2-B,7,B:7
20260521_143904,1,Q3,Q3-C,8,C:8
20260521_143904,1,Q4,Q4-D,39,D:39
20260521_143955,1,Q1,Q1-A+C,66,"A,C:66"
20260521_143955,1,Q2,Q2-B,88,B:88
20260521_143955,1,Q3,Q3-C,64,C:64
20260521_143955,1,Q4,Q4-D,39,D:39
20260521_144038,1,Q1,Q1-A+C,82,"A,C:82"
20260521_144038,1,Q2,Q2-B,6,B:6
20260521_144038,1,Q3,Q3-C,9,C:9
20260521_144038,1,Q4,Q4-D,77,D:77
20260521_144102,1,Q1,Q1-A+C,10,"A,C:10"
20260521_144102,1,Q2,Q2-B,38,B:38
20260521_144102,1,Q3,Q3-C,66,C:66
20260521_144102,1,Q4,Q4-D,66,D:66
