player,game_id,survival,coins
A,20260521_143302,True,2
B,20260521_143302,False,0
C,20260521_143302,True,2
D,20260521_143302,False,0
A,20260521_143529,False,0
B,20260521_143529,True,3
C,20260521_143529,True,3
D,20260521_143529,True,4
A,20260521_143743,True,3
B,20260521_143743,True,4
C,20260521_143743,True,3
D,20260521_143743,True,4
A,20260521_143904,True,4
B,20260521_143904,True,4
C,20260521_143904,True,3
D,20260521_143904,True,4
A,20260521_143955,True,4
B,20260521_143955,True,4
C,20260521_143955,True,3
D,20260521_143955,True,4
A,20260521_144038,True,4
B,20260521_144038,True,4
C,20260521_144038,True,3
D,20260521_144038,True,4
A,20260521_144102,True,4
B,20260521_144102,True,4
C,20260521_144102,True,3
D,20260521_144102,True,4
