player,game_id,survival,coins
A,20260520_032005,True,2
B,20260520_032005,False,0
C,20260520_032005,True,2
D,20260520_032005,False,0
A,20260520_032416,False,0
B,20260520_032416,True,3
C,20260520_032416,True,2
D,20260520_032416,True,4
A,20260520_032640,True,2
B,20260520_032640,True,3
C,20260520_032640,False,0
D,20260520_032640,True,4
A,20260520_032851,True,2
B,20260520_032851,True,3
C,20260520_032851,True,3
D,20260520_032851,False,0
A,20260520_033310,True,2
B,20260520_033310,False,0
C,20260520_033310,True,3
D,20260520_033310,True,4
A,20260520_033542,False,0
B,20260520_033542,True,3
C,20260520_033542,True,3
D,20260520_033542,True,4
A,20260520_033847,True,2
B,20260520_033847,True,3
C,20260520_033847,False,0
D,20260520_033847,True,4
A,20260520_034206,True,3
B,20260520_034206,True,3
C,20260520_034206,True,4
D,20260520_034206,True,4
A,20260520_034433,True,3
B,20260520_034433,True,3
C,20260520_034433,True,4
D,20260520_034433,True,4
A,20260520_034648,True,3
B,20260520_034648,True,3
C,20260520_034648,True,4
D,20260520_034648,True,4
A,20260520_034802,True,3
B,20260520_034802,True,3
C,20260520_034802,True,4
D,20260520_034802,True,4
