player,game_id,survival,coins
A,20260520_232814,False,0
B,20260520_232814,True,2
C,20260520_232814,False,0
D,20260520_232814,True,4
A,20260520_233043,True,3
B,20260520_233043,False,0
C,20260520_233043,True,3
D,20260520_233043,True,4
A,20260520_233418,True,3
B,20260520_233418,True,3
C,20260520_233418,True,4
D,20260520_233418,True,4
A,20260520_233619,False,0
B,20260520_233619,True,1
C,20260520_233619,False,0
D,20260520_233619,False,0
A,20260520_234023,False,0
B,20260520_234023,True,2
C,20260520_234023,True,3
D,20260520_234023,True,4
A,20260520_234648,False,0
B,20260520_234648,True,2
C,20260520_234648,True,3
D,20260520_234648,True,4
A,20260520_235015,True,4
B,20260520_235015,True,3
C,20260520_235015,True,3
D,20260520_235015,True,4
A,20260520_235227,True,4
B,20260520_235227,True,3
C,20260520_235227,True,3
D,20260520_235227,True,4
A,20260520_235333,True,4
B,20260520_235333,True,3
C,20260520_235333,True,3
D,20260520_235333,True,4
A,20260520_235430,True,4
B,20260520_235430,True,3
C,20260520_235430,True,3
D,20260520_235430,True,4
A,20260520_235527,True,4
B,20260520_235527,True,3
C,20260520_235527,True,3
D,20260520_235527,True,4
