player,game_id,survival,coins
A,20260520_203212,True,1
B,20260520_203212,False,0
C,20260520_203212,False,0
D,20260520_203212,False,0
A,20260520_203550,True,2
B,20260520_203550,False,0
C,20260520_203550,False,0
D,20260520_203550,True,4
A,20260520_203939,True,3
B,20260520_203939,True,4
C,20260520_203939,True,4
D,20260520_203939,True,4
A,20260520_204217,True,3
B,20260520_204217,True,4
C,20260520_204217,True,4
D,20260520_204217,True,4
A,20260520_204322,True,3
B,20260520_204322,True,4
C,20260520_204322,True,4
D,20260520_204322,True,4
A,20260520_204413,True,4
B,20260520_204413,True,4
C,20260520_204413,True,4
D,20260520_204413,True,4
A,20260520_204456,True,4
B,20260520_204456,True,4
C,20260520_204456,True,4
D,20260520_204456,True,4
A,20260520_204527,True,4
B,20260520_204527,True,4
C,20260520_204527,True,4
D,20260520_204527,True,4
A,20260520_204605,True,4
B,20260520_204605,True,4
C,20260520_204605,True,4
D,20260520_204605,True,4
A,20260520_204631,True,4
B,20260520_204631,True,4
C,20260520_204631,True,4
D,20260520_204631,True,4
A,20260520_204645,True,4
B,20260520_204645,True,4
C,20260520_204645,True,4
D,20260520_204645,True,4
