game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20251209_011156,2025-12-09 01:11:56.682273,2025-12-09 01:19:54.898725,4,ALL_DEAD,None,0,,478.216452
20251209_011954,2025-12-09 01:19:54.902477,2025-12-09 01:24:21.864628,1,SUCCESS,A,4,"A,B,C,D",266.962151
20251209_012421,2025-12-09 01:24:21.867856,2025-12-09 01:26:29.055900,1,SUCCESS,A,4,"A,B,C,D",127.188044
20251209_012629,2025-12-09 01:26:29.059793,2025-12-09 01:29:45.015031,1,SUCCESS,A,4,"A,B,C,D",195.955238
20251209_012945,2025-12-09 01:29:45.019115,2025-12-09 01:32:48.390914,1,SUCCESS,A,4,"A,B,C,D",183.371799
20251209_013248,2025-12-09 01:32:48.395803,2025-12-09 01:35:20.779758,1,SUCCESS,A,4,"A,B,C,D",152.383955
20251209_013520,2025-12-09 01:35:20.783186,2025-12-09 01:37:00.324147,1,SUCCESS,A,4,"A,B,C,D",99.540961
20251209_013700,2025-12-09 01:37:00.327987,2025-12-09 01:39:21.138954,1,SUCCESS,A,4,"A,B,C,D",140.810967
20251209_013921,2025-12-09 01:39:21.146000,2025-12-09 01:41:48.403436,1,SUCCESS,A,4,"A,B,C,D",147.257436
20251209_014148,2025-12-09 01:41:48.407660,2025-12-09 01:42:57.195589,1,SUCCESS,A,4,"A,B,C,D",68.787929
20251209_014257,2025-12-09 01:42:57.200111,2025-12-09 01:45:20.367066,1,SUCCESS,A,4,"A,B,C,D",143.166955
