game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260519_221100,2026-05-19 22:11:00.423729,2026-05-19 22:13:01.939003,4,ALL_DEAD,None,0,,121.515274
20260519_221301,2026-05-19 22:13:01.942281,2026-05-19 22:13:41.461583,1,SUCCESS,B,4,"A,B,C,D",39.519302
20260519_221341,2026-05-19 22:13:41.465243,2026-05-19 22:14:18.007758,1,SUCCESS,B,4,"A,B,C,D",36.542515
20260519_221418,2026-05-19 22:14:18.009522,2026-05-19 22:14:55.776943,1,SUCCESS,B,4,"A,B,C,D",37.767421
20260519_221455,2026-05-19 22:14:55.779112,2026-05-19 22:15:41.226854,1,SUCCESS,B,4,"A,B,C,D",45.447742
20260519_221541,2026-05-19 22:15:41.229050,2026-05-19 22:16:30.679035,1,SUCCESS,B,4,"A,B,C,D",49.449985
20260519_221630,2026-05-19 22:16:30.681359,2026-05-19 22:17:40.763905,1,SUCCESS,B,4,"A,B,C,D",70.082546
20260519_221740,2026-05-19 22:17:40.766016,2026-05-19 22:19:04.625160,1,SUCCESS,B,4,"A,B,C,D",83.859144
20260519_221904,2026-05-19 22:19:04.626731,2026-05-19 22:20:06.927618,1,SUCCESS,B,4,"A,B,C,D",62.300887
20260519_222006,2026-05-19 22:20:06.929187,2026-05-19 22:20:36.921533,1,SUCCESS,B,4,"A,B,C,D",29.992346
20260519_222036,2026-05-19 22:20:36.925362,2026-05-19 22:21:03.845001,1,SUCCESS,B,4,"A,B,C,D",26.919639
