game_id,round,question_id,capsule_label,correct_answer,player_answers
20260519_221100,1,Q1,Q1-A+B+C,84,"A,B,C:84"
20260519_221100,1,Q2,Q2-B+A,38,"B,A:38"
20260519_221100,1,Q3,Q3-C,8,C:8
20260519_221100,1,Q4,Q4-D,77,D:wrong answer
20260519_221100,2,Q1,Q1-A+B+C,84,"A,B,C:84"
20260519_221100,2,Q2,Q2-B+A,38,"B,A:38"
20260519_221100,2,Q3,Q3-C,8,C:8
20260519_221100,2,Q4,Q4-D,77,D:wrong answer
20260519_221100,3,Q1,Q1-A+B+C,84,"A,B,C:84"
20260519_221100,3,Q2,Q2-B+A,38,"B,A:38"
20260519_221100,3,Q3,Q3-C+A,8,"C,A:8"
20260519_221100,3,Q4,Q4-D,77,D:wrong answer
20260519_221100,4,Q1,Q1-A+B+C,84,"A,B,C:84"
20260519_221100,4,Q2,Q2-B+A,38,"B,A:38"
20260519_221100,4,Q3,Q3-C+A,8,"C,A:8"
20260519_221100,4,Q4,Q4-D,77,D:wrong answer
20260519_221100,4,Q4,Q4-A,77,A:77
20260519_221301,1,Q1,Q1-A,11,A:11
20260519_221301,1,Q2,Q2-B+A,84,"B,A:84"
20260519_221301,1,Q3,Q3-C,64,C:64
20260519_221301,1,Q4,Q4-D+C,9,"D,C:9"
20260519_221341,1,Q1,Q1-A,60,A:60
20260519_221341,1,Q2,Q2-B+A,80,"B,A:80"
20260519_221341,1,Q3,Q3-C,43,C:43
20260519_221341,1,Q4,Q4-D+C,60,"D,C:60"
20260519_221418,1,Q1,Q1-A,80,A:80
20260519_221418,1,Q2,Q2-B+A,11,"B,A:11"
20260519_221418,1,Q3,Q3-C,38,C:38
20260519_221418,1,Q4,Q4-D+C,90,"D,C:90"
20260519_221455,1,Q1,Q1-A,24,A:24
20260519_221455,1,Q2,Q2-B+A,11,"B,A:11"
20260519_221455,1,Q3,Q3-C,8,C:8
20260519_221455,1,Q4,Q4-D+C,54,"D,C:54"
20260519_221541,1,Q1,Q1-A,49,A:49
20260519_221541,1,Q2,Q2-B+A,23,"B,A:23"
20260519_221541,1,Q3,Q3-C,5,C:5
20260519_221541,1,Q4,Q4-D+C,90,"D,C:90"
20260519_221630,1,Q1,Q1-A,34,A:34
20260519_221630,1,Q2,Q2-B+A,60,"B,A:60"
20260519_221630,1,Q3,Q3-C,7,C:7
20260519_221630,1,Q4,Q4-D+C,6,"D,C:6"
20260519_221740,1,Q1,Q1-A,56,A:56
20260519_221740,1,Q2,Q2-B+A,7,"B,A:7"
20260519_221740,1,Q3,Q3-C,7,C:7
20260519_221740,1,Q4,Q4-D+C,77,"D,C:77"
20260519_221904,1,Q1,Q1-A,79,A:79
20260519_221904,1,Q2,Q2-B+A,6,"B,A:6"
20260519_221904,1,Q3,Q3-C,37,C:37
20260519_221904,1,Q4,Q4-D+C,88,"D,C:88"
20260519_222006,1,Q1,Q1-A,5,A:5
20260519_222006,1,Q2,Q2-B+A,39,"B,A:39"
20260519_222006,1,Q3,Q3-C,39,C:39
20260519_222006,1,Q4,Q4-D+C,83,"D,C:83"
20260519_222036,1,Q1,Q1-A,11,A:11
20260519_222036,1,Q2,Q2-B+A,18,"B,A:18"
20260519_222036,1,Q3,Q3-C,29,C:29
20260519_222036,1,Q4,Q4-D+C,8,"D,C:8"
