player,game_id,survival,coins
A,20260520_220136,False,0
B,20260520_220136,True,2
C,20260520_220136,True,2
D,20260520_220136,False,0
A,20260520_220513,False,0
B,20260520_220513,False,0
C,20260520_220513,True,2
D,20260520_220513,True,4
A,20260520_220740,True,3
B,20260520_220740,True,2
C,20260520_220740,True,2
D,20260520_220740,False,0
A,20260520_221133,True,3
B,20260520_221133,True,2
C,20260520_221133,False,0
D,20260520_221133,True,4
A,20260520_221336,True,3
B,20260520_221336,False,0
C,20260520_221336,True,2
D,20260520_221336,True,4
A,20260520_221544,True,3
B,20260520_221544,False,0
C,20260520_221544,True,2
D,20260520_221544,True,4
A,20260520_221717,False,0
B,20260520_221717,True,2
C,20260520_221717,True,3
D,20260520_221717,True,4
A,20260520_222226,True,4
B,20260520_222226,True,3
C,20260520_222226,True,3
D,20260520_222226,True,4
A,20260520_222511,True,4
B,20260520_222511,True,3
C,20260520_222511,True,3
D,20260520_222511,True,4
A,20260520_222611,True,4
B,20260520_222611,True,3
C,20260520_222611,True,3
D,20260520_222611,True,4
A,20260520_222718,True,4
B,20260520_222718,True,3
C,20260520_222718,True,3
D,20260520_222718,True,4
