player,game_id,survival,coins
A,20260521_144954,True,3
B,20260521_144954,True,3
C,20260521_144954,False,0
D,20260521_144954,True,4
A,20260521_145111,True,4
B,20260521_145111,True,4
C,20260521_145111,True,4
D,20260521_145111,True,4
A,20260521_145150,True,4
B,20260521_145150,True,4
C,20260521_145150,True,4
D,20260521_145150,True,4
A,20260521_145222,True,4
B,20260521_145222,True,4
C,20260521_145222,True,4
D,20260521_145222,True,4
A,20260521_145246,True,4
B,20260521_145246,True,4
C,20260521_145246,True,4
D,20260521_145246,True,4
A,20260521_145315,True,4
B,20260521_145315,True,4
C,20260521_145315,True,4
D,20260521_145315,True,4
A,20260521_145340,True,4
B,20260521_145340,True,4
C,20260521_145340,True,4
D,20260521_145340,True,4
