game_id,round,question_id,capsule_label,correct_answer,player_answers
20260520_010633,1,Q1,Q1-A+B+C,24,"A,B,C:24"
20260520_010633,1,Q2,Q2-B,48,B:48
20260520_010633,1,Q3,Q3-C,84,C:84
20260520_010633,1,Q4,Q4-D,48,D:wrong answer
20260520_010633,2,Q1,Q1-A+B+C,24,"A,B,C:24"
20260520_010633,2,Q2,Q2-B+C,48,"B,C:48"
20260520_010633,2,Q3,Q3-C,84,C:84
20260520_010633,2,Q4,Q4-D,48,D:wrong answer
20260520_010633,3,Q1,Q1-A+B+C,24,"A,B,C:24"
20260520_010633,3,Q2,Q2-B+C,48,"B,C:48"
20260520_010633,3,Q3,Q3-C,84,C:84
20260520_010633,3,Q4,Q4-D,48,D:wrong answer
20260520_010633,3,Q4,Q4-C,48,C:48
20260520_010633,4,Q1,Q1-A+B+C,24,"A,B,C:24"
20260520_010633,4,Q2,Q2-B+C,48,"B,C:48"
20260520_010633,4,Q3,Q3-C,84,C:84
20260520_010633,4,Q4,Q4-D,48,D:wrong answer
20260520_010633,4,Q4,Q4-C,48,C:48
20260520_010845,1,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_010845,1,Q2,Q2-B+A,60,"B,A:60"
20260520_010845,1,Q3,Q3-C,72,C:72
20260520_010845,1,Q4,Q4-D,49,D:wrong answer
20260520_010845,2,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_010845,2,Q2,Q2-B+A,60,"B,A:60"
20260520_010845,2,Q3,Q3-C,72,C:72
20260520_010845,2,Q4,Q4-D,49,D:wrong answer
20260520_010845,2,Q4,Q4-C,49,C:49
20260520_010845,3,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_010845,3,Q2,Q2-B+A,60,"B,A:60"
20260520_010845,3,Q3,Q3-C,72,C:72
20260520_010845,3,Q4,Q4-D,49,D:wrong answer
20260520_010845,3,Q4,Q4-C,49,C:49
20260520_011140,1,Q1,Q1-A,61,A:61
20260520_011140,1,Q2,Q2-B+A,7,"B,A:7"
20260520_011140,1,Q3,Q3-C,37,C:37
20260520_011140,1,Q4,Q4-D,36,D:wrong answer
20260520_011140,1,Q4,Q4-C,36,C:36
20260520_011140,2,Q1,Q1-A,61,A:61
20260520_011140,2,Q2,Q2-B+A,7,"B,A:7"
20260520_011140,2,Q3,Q3-C+A,37,"C,A:37"
20260520_011140,2,Q4,Q4-D,36,D:wrong answer
20260520_011140,2,Q4,Q4-C,36,C:36
20260520_011513,1,Q1,Q1-A+B,80,"A,B:80"
20260520_011513,1,Q2,Q2-B+A,83,"B,A:83"
20260520_011513,1,Q3,Q3-C,8,C:8
20260520_011513,1,Q4,Q4-D+C,43,"D,C:43"
20260520_011513,2,Q1,Q1-A+B,80,"A,B:80"
20260520_011513,2,Q2,Q2-B+A,83,"B,A:83"
20260520_011513,2,Q3,Q3-C+A+B,8,"C,A,B:8"
20260520_011513,2,Q4,Q4-D+C,43,"D,C:43"
20260520_011513,3,Q1,Q1-A+B,80,"A,B:80"
20260520_011513,3,Q2,Q2-B+A,83,"B,A:83"
20260520_011513,3,Q3,Q3-C+A+B,8,"C,A,B:8"
20260520_011513,3,Q4,Q4-D+C,43,"D,C:43"
20260520_012052,1,Q1,Q1-A+B,63,"A,B:63"
20260520_012052,1,Q2,Q2-B+A,4,"B,A:4"
20260520_012052,1,Q3,Q3-C,84,C:84
20260520_012052,1,Q4,Q4-D+C,11,"D,C:11"
20260520_012052,2,Q1,Q1-A+B,63,"A,B:63"
20260520_012052,2,Q2,Q2-B+A,4,"B,A:4"
20260520_012052,2,Q3,Q3-C,84,C:84
20260520_012052,2,Q4,Q4-D+C,11,"D,C:11"
20260520_012352,1,Q1,Q1-A+B,9,"A,B:9"
20260520_012352,1,Q2,Q2-B+A,78,"B,A:78"
20260520_012352,1,Q3,Q3-C,87,C:87
20260520_012352,1,Q4,Q4-D+C,86,"D,C:86"
20260520_012352,2,Q1,Q1-A+B,9,"A,B:9"
20260520_012352,2,Q2,Q2-B+A,78,"B,A:78"
20260520_012352,2,Q3,Q3-C,87,C:87
20260520_012352,2,Q4,Q4-D+C,86,"D,C:86"
20260520_012612,1,Q1,Q1-A,60,A:60
20260520_012612,1,Q2,Q2-B+A,39,"B,A:39"
20260520_012612,1,Q3,Q3-C,38,C:38
20260520_012612,1,Q4,Q4-D+C,90,"D,C:90"
20260520_012826,1,Q1,Q1-A,76,A:76
20260520_012826,1,Q2,Q2-B+A,90,"B,A:90"
20260520_012826,1,Q3,Q3-C,36,C:36
20260520_012826,1,Q4,Q4-D+C,11,"D,C:11"
20260520_013005,1,Q1,Q1-A,38,A:38
20260520_013005,1,Q2,Q2-B+A,27,"B,A:27"
20260520_013005,1,Q3,Q3-C,9,C:9
20260520_013005,1,Q4,Q4-D+C,18,"D,C:18"
20260520_013103,1,Q1,Q1-A,39,A:39
20260520_013103,1,Q2,Q2-B+A,70,"B,A:70"
20260520_013103,1,Q3,Q3-C,33,C:33
20260520_013103,1,Q4,Q4-D+C,90,"D,C:90"
20260520_013142,1,Q1,Q1-A,60,A:60
20260520_013142,1,Q2,Q2-B+A,47,"B,A:47"
20260520_013142,1,Q3,Q3-C,45,C:45
20260520_013142,1,Q4,Q4-D+C,79,"D,C:79"
