game_id,round,agent_id,agent_decision,whom_to_verify,agent_status_end_of_round,death_reason,defaulted_to_pass,coins_end_of_round
20260522_023140,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260522_023140,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_023140,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260522_023140,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260522_023140,2,A,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260522_023140,2,D,Pass,N/A,ALIVE,N/A,False,4
20260522_023140,2,B,N/A,N/A,DEAD,N/A,False,0
20260522_023140,2,C,Verify: Q4,N/A,ALIVE,N/A,False,2
20260522_023140,3,A,N/A,N/A,DEAD,N/A,False,0
20260522_023140,3,D,Pass,N/A,ALIVE,N/A,False,4
20260522_023140,3,B,N/A,N/A,DEAD,N/A,False,0
20260522_023140,3,C,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C, Q4-A+C",N/A,ALIVE,N/A,False,2
20260522_023429,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260522_023429,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_023429,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260522_023429,1,C,Verify: Q2,N/A,ALIVE,N/A,False,3
20260522_023429,2,A,Verify: Q4,N/A,ALIVE,N/A,False,2
20260522_023429,2,D,Pass,N/A,DIED,no_volunteer,False,0
20260522_023429,2,B,N/A,N/A,DEAD,N/A,False,0
20260522_023429,2,C,Verify: Q4,N/A,ALIVE,N/A,False,2
20260522_023429,3,A,"Volunteer: Q1-A+B, Q2-B+A+C, Q3-C, Q4-D+A+C",N/A,ALIVE,N/A,False,2
20260522_023429,3,D,N/A,N/A,DEAD,N/A,False,0
20260522_023429,3,B,N/A,N/A,DEAD,N/A,False,0
20260522_023429,3,C,"Volunteer: Q1-A+B, Q2-B+A+C, Q3-C, Q4-D+A+C",N/A,ALIVE,N/A,False,2
20260522_023831,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260522_023831,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_023831,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_023831,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_024002,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260522_024002,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_024002,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_024002,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_024140,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260522_024140,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_024140,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,DIED,wrong_password,False,0
20260522_024140,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_024140,2,A,"Volunteer: Q1-A, Q2-B+A, Q3-C, Q4-C",N/A,ALIVE,N/A,False,3
20260522_024140,2,D,Pass,N/A,ALIVE,N/A,False,4
20260522_024140,2,B,N/A,N/A,DEAD,N/A,False,0
20260522_024140,2,C,"Volunteer: Q1-A, Q2-B+A, Q3-C, Q4-C",N/A,ALIVE,N/A,False,3
20260522_024457,1,A,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_024457,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_024457,1,B,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_024457,1,C,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260522_024457,2,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,3
20260522_024457,2,D,Pass,N/A,ALIVE,N/A,False,4
20260522_024457,2,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,3
20260522_024457,2,C,N/A,N/A,DEAD,N/A,False,0
20260522_024859,1,A,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_024859,1,D,Pass,N/A,DIED,no_volunteer,False,0
20260522_024859,1,B,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_024859,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_024859,2,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,3
20260522_024859,2,D,N/A,N/A,DEAD,N/A,False,0
20260522_024859,2,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,3
20260522_024859,2,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,3
20260522_025249,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_025249,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_025249,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_025249,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_025639,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_025639,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_025639,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_025639,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_025758,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_025758,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_025758,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_025758,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260522_025848,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_025848,1,D,Pass,N/A,ALIVE,N/A,False,4
20260522_025848,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260522_025848,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
