player,game_id,survival,coins
A,20260520_201849,True,3
B,20260520_201849,True,4
C,20260520_201849,True,4
D,20260520_201849,True,4
A,20260520_201934,True,4
B,20260520_201934,True,4
C,20260520_201934,True,3
D,20260520_201934,True,4
A,20260520_202005,True,4
B,20260520_202005,True,4
C,20260520_202005,True,4
D,20260520_202005,True,4
A,20260520_202102,True,4
B,20260520_202102,True,4
C,20260520_202102,True,4
D,20260520_202102,True,4
A,20260520_202121,True,4
B,20260520_202121,True,4
C,20260520_202121,True,4
D,20260520_202121,True,4
A,20260520_202133,True,4
B,20260520_202133,True,4
C,20260520_202133,True,4
D,20260520_202133,True,4
A,20260520_202153,True,4
B,20260520_202153,True,4
C,20260520_202153,True,4
D,20260520_202153,True,4
