game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_023828,2026-05-20 02:38:28.492812,2026-05-20 02:39:40.992929,4,SUCCESS,B,1,B,72.500117
20260520_023940,2026-05-20 02:39:40.995990,2026-05-20 02:41:01.945944,4,SUCCESS,C,1,C,80.949954
20260520_024101,2026-05-20 02:41:01.949803,2026-05-20 02:41:55.181544,4,SUCCESS,A,1,A,53.231741
20260520_024155,2026-05-20 02:41:55.185286,2026-05-20 02:43:03.584410,4,SUCCESS,A,1,A,68.399124
20260520_024303,2026-05-20 02:43:03.588481,2026-05-20 02:43:46.609824,4,ALL_DEAD,None,0,,43.021343
20260520_024346,2026-05-20 02:43:46.614032,2026-05-20 02:44:32.993280,4,ALL_DEAD,None,0,,46.379248
20260520_024432,2026-05-20 02:44:32.997498,2026-05-20 02:46:06.818473,3,SUCCESS,A,2,"A,C",93.820975
20260520_024606,2026-05-20 02:46:06.822574,2026-05-20 02:47:09.772833,3,SUCCESS,A,2,"A,D",62.950259
20260520_024709,2026-05-20 02:47:09.775847,2026-05-20 02:48:46.031803,4,SUCCESS,C,1,C,96.255956
20260520_024846,2026-05-20 02:48:46.036680,2026-05-20 02:50:51.781087,4,SUCCESS,C,1,C,125.744407
20260520_025051,2026-05-20 02:50:51.786267,2026-05-20 02:52:09.501636,4,SUCCESS,C,1,C,77.715369
