game_id,round,agent_id,agent_decision,whom_to_verify,agent_status_end_of_round,death_reason,defaulted_to_pass,coins_end_of_round
20251210_143122,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20251210_143122,1,D,Pass,N/A,DIED,no_volunteer,False,0
20251210_143122,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_143122,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20251210_143122,2,A,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C, Q4-D",N/A,DIED,wrong_password,False,0
20251210_143122,2,D,N/A,N/A,DEAD,N/A,False,0
20251210_143122,2,B,Verify: Q3,N/A,ALIVE,N/A,False,2
20251210_143122,2,C,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C, Q4-D",N/A,ALIVE,N/A,False,3
20251210_143122,3,D,N/A,N/A,DEAD,N/A,False,0
20251210_143122,3,A,N/A,N/A,DEAD,N/A,False,0
20251210_143122,3,B,Verify: Q4,N/A,ALIVE,N/A,False,1
20251210_143122,3,C,Verify: Q4,N/A,DIED,no_volunteer,False,0
20251210_143122,4,D,N/A,N/A,DEAD,N/A,False,0
20251210_143122,4,A,N/A,N/A,DEAD,N/A,False,0
20251210_143122,4,B,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+B, Q4-B+C",N/A,ALIVE,N/A,False,1
20251210_143122,4,C,N/A,N/A,DEAD,N/A,False,0
20251210_144116,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20251210_144116,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_144116,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_144116,1,C,Verify: Q4,N/A,DIED,no_volunteer,False,0
20251210_144116,2,D,Pass,N/A,DIED,no_volunteer,False,0
20251210_144116,2,A,Verify: Q3,N/A,ALIVE,N/A,False,2
20251210_144116,2,B,Verify: Q3,N/A,ALIVE,N/A,False,2
20251210_144116,2,C,N/A,N/A,DEAD,N/A,False,0
20251210_144116,3,A,"Volunteer: Q1-A+B, Q2-B+A, Q3-C+A+B, Q4-D+C",N/A,ALIVE,N/A,False,2
20251210_144116,3,D,N/A,N/A,DEAD,N/A,False,0
20251210_144116,3,B,"Volunteer: Q1-A+B, Q2-B+A, Q3-C+A+B, Q4-D+C",N/A,ALIVE,N/A,False,2
20251210_144116,3,C,N/A,N/A,DEAD,N/A,False,0
20251210_144720,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20251210_144720,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_144720,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_144720,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20251210_144830,1,B,Verify: Q4,N/A,ALIVE,N/A,False,3
20251210_144830,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_144830,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_144830,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20251210_145123,1,B,Verify: Q4,N/A,ALIVE,N/A,False,3
20251210_145123,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_145123,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_145123,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20251210_145546,1,B,Verify: Q4,N/A,ALIVE,N/A,False,3
20251210_145546,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_145546,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_145546,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20251210_145805,1,B,Pass,N/A,ALIVE,N/A,False,4
20251210_145805,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_145805,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_145805,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20251210_150055,1,B,Pass,N/A,ALIVE,N/A,False,4
20251210_150055,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_150055,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_150055,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20251210_150257,1,B,Pass,N/A,ALIVE,N/A,False,4
20251210_150257,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_150257,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_150257,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20251210_150544,1,B,Pass,N/A,ALIVE,N/A,False,4
20251210_150544,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_150544,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_150544,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20251210_150730,1,B,Pass,N/A,ALIVE,N/A,False,4
20251210_150730,1,D,Pass,N/A,ALIVE,N/A,False,4
20251210_150730,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20251210_150730,1,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
