player,game_id,survival,coins
A,20260531_000435,False,0
B,20260531_000435,False,0
C,20260531_000435,True,2
D,20260531_000435,False,0
A,20260531_000759,True,4
B,20260531_000759,True,3
C,20260531_000759,True,3
D,20260531_000759,True,4
A,20260531_000854,True,4
B,20260531_000854,True,3
C,20260531_000854,True,3
D,20260531_000854,True,4
A,20260531_001011,True,4
B,20260531_001011,True,3
C,20260531_001011,True,3
D,20260531_001011,True,4
A,20260531_001048,True,4
B,20260531_001048,True,3
C,20260531_001048,True,3
D,20260531_001048,True,4
A,20260531_001249,True,4
B,20260531_001249,True,3
C,20260531_001249,True,3
D,20260531_001249,True,4
A,20260531_001355,True,4
B,20260531_001355,True,3
C,20260531_001355,True,3
D,20260531_001355,True,4
A,20260531_001521,True,4
B,20260531_001521,True,3
C,20260531_001521,True,3
D,20260531_001521,True,4
A,20260531_001630,True,4
B,20260531_001630,True,3
C,20260531_001630,True,3
D,20260531_001630,True,4
A,20260531_001727,True,4
B,20260531_001727,True,3
C,20260531_001727,True,3
D,20260531_001727,True,4
A,20260531_001801,True,4
B,20260531_001801,True,3
C,20260531_001801,True,3
D,20260531_001801,True,4
