game_id,round,question_id,capsule_label,correct_answer,player_answers
20260531_000435,1,Q1,Q1-A+B+C,82,"A,B,C:82"
20260531_000435,1,Q2,Q2-B+A,87,"B,A:87"
20260531_000435,1,Q3,Q3-C,8,C:8
20260531_000435,1,Q4,Q4-D,9,D:wrong answer
20260531_000435,2,Q1,Q1-A+B+C,82,"A,B,C:82"
20260531_000435,2,Q2,Q2-B+A,87,"B,A:87"
20260531_000435,2,Q3,Q3-C,8,C:8
20260531_000435,2,Q4,Q4-D,9,D:wrong answer
20260531_000435,3,Q1,Q1-A+B+C,82,"A,B,C:82"
20260531_000435,3,Q2,Q2-B+A,87,"B,A:87"
20260531_000435,3,Q3,Q3-C,8,C:8
20260531_000435,3,Q4,Q4-D,9,D:wrong answer
20260531_000435,3,Q4,Q4-C,9,C:9
20260531_000435,4,Q1,Q1-A+B+C,82,"A,B,C:82"
20260531_000435,4,Q2,Q2-B+A,87,"B,A:87"
20260531_000435,4,Q3,Q3-C,8,C:8
20260531_000435,4,Q4,Q4-D,9,D:wrong answer
20260531_000435,4,Q4,Q4-C,9,C:9
20260531_000759,1,Q1,Q1-A+C,83,"A,C:83"
20260531_000759,1,Q2,Q2-B,43,B:43
20260531_000759,1,Q3,Q3-C+B,29,"C,B:29"
20260531_000759,1,Q4,Q4-D,60,D:60
20260531_000854,1,Q1,Q1-A+C,9,"A,C:9"
20260531_000854,1,Q2,Q2-B,24,B:24
20260531_000854,1,Q3,Q3-C+B,6,"C,B:6"
20260531_000854,1,Q4,Q4-D,60,D:60
20260531_001011,1,Q1,Q1-A+C,18,"A,C:18"
20260531_001011,1,Q2,Q2-B,60,B:60
20260531_001011,1,Q3,Q3-C+B,88,"C,B:88"
20260531_001011,1,Q4,Q4-D,39,D:39
20260531_001048,1,Q1,Q1-A+C,78,"A,C:78"
20260531_001048,1,Q2,Q2-B,11,B:11
20260531_001048,1,Q3,Q3-C+B,63,"C,B:63"
20260531_001048,1,Q4,Q4-D,8,D:8
20260531_001249,1,Q1,Q1-A+C,36,"A,C:36"
20260531_001249,1,Q2,Q2-B,75,B:75
20260531_001249,1,Q3,Q3-C+B,4,"C,B:4"
20260531_001249,1,Q4,Q4-D,80,D:80
20260531_001355,1,Q1,Q1-A+C,82,"A,C:82"
20260531_001355,1,Q2,Q2-B,6,B:6
20260531_001355,1,Q3,Q3-C+B,90,"C,B:90"
20260531_001355,1,Q4,Q4-D,77,D:77
20260531_001521,1,Q1,Q1-A+C,47,"A,C:47"
20260531_001521,1,Q2,Q2-B,5,B:5
20260531_001521,1,Q3,Q3-C+B,83,"C,B:83"
20260531_001521,1,Q4,Q4-D,8,D:8
20260531_001630,1,Q1,Q1-A+C,7,"A,C:7"
20260531_001630,1,Q2,Q2-B,5,B:5
20260531_001630,1,Q3,Q3-C+B,47,"C,B:47"
20260531_001630,1,Q4,Q4-D,60,D:60
20260531_001727,1,Q1,Q1-A+C,10,"A,C:10"
20260531_001727,1,Q2,Q2-B,88,B:88
20260531_001727,1,Q3,Q3-C+B,10,"C,B:10"
20260531_001727,1,Q4,Q4-D,72,D:72
20260531_001801,1,Q1,Q1-A+C,84,"A,C:84"
20260531_001801,1,Q2,Q2-B,90,B:90
20260531_001801,1,Q3,Q3-C+B,79,"C,B:79"
20260531_001801,1,Q4,Q4-D,34,D:34
