player,game_id,survival,coins
A,20260522_002306,False,0
B,20260522_002306,False,0
C,20260522_002306,False,0
D,20260522_002306,False,0
A,20260522_002432,True,4
B,20260522_002432,True,3
C,20260522_002432,True,3
D,20260522_002432,True,4
A,20260522_002512,True,4
B,20260522_002512,True,3
C,20260522_002512,True,3
D,20260522_002512,True,4
A,20260522_002546,True,4
B,20260522_002546,True,3
C,20260522_002546,True,3
D,20260522_002546,True,4
A,20260522_002618,True,4
B,20260522_002618,True,3
C,20260522_002618,True,3
D,20260522_002618,True,4
A,20260522_002651,True,4
B,20260522_002651,True,3
C,20260522_002651,True,3
D,20260522_002651,True,4
A,20260522_002718,True,4
B,20260522_002718,True,3
C,20260522_002718,True,3
D,20260522_002718,True,4
A,20260522_002748,True,4
B,20260522_002748,True,3
C,20260522_002748,True,3
D,20260522_002748,True,4
A,20260522_002817,True,4
B,20260522_002817,True,3
C,20260522_002817,True,3
D,20260522_002817,True,4
A,20260522_002849,True,4
B,20260522_002849,True,3
C,20260522_002849,True,3
D,20260522_002849,True,4
A,20260522_002920,True,4
B,20260522_002920,True,3
C,20260522_002920,True,3
D,20260522_002920,True,4
