player,game_id,survival,coins
A,20260520_200744,True,4
B,20260520_200744,True,4
C,20260520_200744,True,4
D,20260520_200744,True,4
A,20260520_200900,True,4
B,20260520_200900,True,4
C,20260520_200900,True,4
D,20260520_200900,True,4
A,20260520_200958,True,4
B,20260520_200958,True,4
C,20260520_200958,True,4
D,20260520_200958,True,4
A,20260520_201059,True,4
B,20260520_201059,True,4
C,20260520_201059,True,4
D,20260520_201059,True,4
A,20260520_201116,True,4
B,20260520_201116,True,4
C,20260520_201116,True,4
D,20260520_201116,True,4
A,20260520_201132,True,4
B,20260520_201132,True,4
C,20260520_201132,True,4
D,20260520_201132,True,4
A,20260520_201147,True,4
B,20260520_201147,True,4
C,20260520_201147,True,4
D,20260520_201147,True,4
