game_id,round,question_id,capsule_label,correct_answer,player_answers
20260521_123624,1,Q1,Q1-A+B+C,60,"A,B,C:60"
20260521_123624,1,Q2,Q2-B+A,36,"B,A:36"
20260521_123624,1,Q3,Q3-C,11,C:11
20260521_123624,1,Q4,Q4-D,66,D:wrong answer
20260521_123624,2,Q1,Q1-A+B+C,60,"A,B,C:60"
20260521_123624,2,Q2,Q2-B+A,36,"B,A:36"
20260521_123624,2,Q3,Q3-C+B,11,"C,B:11"
20260521_123624,2,Q4,Q4-D,66,D:wrong answer
20260521_123624,3,Q1,Q1-A+B+C,60,"A,B,C:60"
20260521_123624,3,Q2,Q2-B+A,36,"B,A:36"
20260521_123624,3,Q3,Q3-C+B,11,"C,B:11"
20260521_123624,3,Q4,Q4-D,66,D:wrong answer
20260521_123624,3,Q4,Q4-B,66,B:66
20260521_123624,4,Q1,Q1-A+B+C,60,"A,B,C:60"
20260521_123624,4,Q2,Q2-B+A,36,"B,A:36"
20260521_123624,4,Q3,Q3-C+B,11,"C,B:11"
20260521_123624,4,Q4,Q4-D,66,D:wrong answer
20260521_123624,4,Q4,Q4-B,66,B:66
20260521_123909,1,Q1,Q1-A+B,27,"A,B:27"
20260521_123909,1,Q2,Q2-B+A+C,75,"B,A,C:75"
20260521_123909,1,Q3,Q3-C,7,C:7
20260521_123909,1,Q4,Q4-D,79,D:79
20260521_123909,2,Q1,Q1-A+B,27,"A,B:27"
20260521_123909,2,Q2,Q2-B+A+C,75,"B,A,C:75"
20260521_123909,2,Q3,Q3-C+A,7,"C,A:7"
20260521_123909,2,Q4,Q4-D+B,79,"D,B:79"
20260521_124337,1,Q1,Q1-A+B+C,4,"A,B,C:4"
20260521_124337,1,Q2,Q2-B+A,9,"B,A:9"
20260521_124337,1,Q3,Q3-C,18,C:18
20260521_124337,1,Q4,Q4-D,82,D:82
20260521_124337,2,Q1,Q1-A+B+C,4,"A,B,C:4"
20260521_124337,2,Q2,Q2-B+A,9,"B,A:9"
20260521_124337,2,Q3,Q3-C+A,18,"C,A:18"
20260521_124337,2,Q4,Q4-D+B,82,"D,B:82"
20260521_124649,1,Q1,Q1-A+B,37,"A,B:37"
20260521_124649,1,Q2,Q2-B+A,10,"B,A:10"
20260521_124649,1,Q3,Q3-C,90,C:90
20260521_124649,1,Q4,Q4-D,72,D:72
20260521_124824,1,Q1,Q1-A+B,80,"A,B:80"
20260521_124824,1,Q2,Q2-B+A,88,"B,A:88"
20260521_124824,1,Q3,Q3-C,64,C:64
20260521_124824,1,Q4,Q4-D,44,D:wrong answer
20260521_124824,2,Q1,Q1-A+B,80,"A,B:80"
20260521_124824,2,Q2,Q2-B+A,88,"B,A:88"
20260521_124824,2,Q3,Q3-C+A,64,"C,A:64"
20260521_124824,2,Q4,Q4-D,44,D:wrong answer
20260521_124824,2,Q4,Q4-B,44,B:44
20260521_124824,3,Q1,Q1-A+B,80,"A,B:80"
20260521_124824,3,Q2,Q2-B+A,88,"B,A:88"
20260521_124824,3,Q3,Q3-C+A,64,"C,A:64"
20260521_124824,3,Q4,Q4-D,44,D:wrong answer
20260521_124824,3,Q4,Q4-B,44,B:44
20260521_125151,1,Q1,Q1-A+B+C,24,"A,B,C:24"
20260521_125151,1,Q2,Q2-B+A,36,"B,A:36"
20260521_125151,1,Q3,Q3-C,84,C:84
20260521_125151,1,Q4,Q4-D,66,D:66
20260521_125151,2,Q1,Q1-A+B+C,24,"A,B,C:24"
20260521_125151,2,Q2,Q2-B+A,36,"B,A:36"
20260521_125151,2,Q3,Q3-C+A,84,"C,A:84"
20260521_125151,2,Q4,Q4-D+B,66,"D,B:66"
20260521_125151,3,Q1,Q1-A+B+C,24,"A,B,C:24"
20260521_125151,3,Q2,Q2-B+A,36,"B,A:36"
20260521_125151,3,Q3,Q3-C+A,84,"C,A:84"
20260521_125151,3,Q4,Q4-D+B,66,"D,B:66"
20260521_125545,1,Q1,Q1-A+B,8,"A,B:8"
20260521_125545,1,Q2,Q2-B+A,49,"B,A:49"
20260521_125545,1,Q3,Q3-C,72,C:72
20260521_125545,1,Q4,Q4-D,38,D:38
20260521_125845,1,Q1,Q1-A+B,23,"A,B:23"
20260521_125845,1,Q2,Q2-B+A,76,"B,A:76"
20260521_125845,1,Q3,Q3-C,90,C:90
20260521_125845,1,Q4,Q4-D,34,D:34
20260521_130031,1,Q1,Q1-A+B,9,"A,B:9"
20260521_130031,1,Q2,Q2-B+A,78,"B,A:78"
20260521_130031,1,Q3,Q3-C,75,C:75
20260521_130031,1,Q4,Q4-D,8,D:8
20260521_130151,1,Q1,Q1-A+B,83,"A,B:83"
20260521_130151,1,Q2,Q2-B+A,37,"B,A:37"
20260521_130151,1,Q3,Q3-C,9,C:9
20260521_130151,1,Q4,Q4-D,11,D:11
20260521_130243,1,Q1,Q1-A+B,8,"A,B:8"
20260521_130243,1,Q2,Q2-B+A,56,"B,A:56"
20260521_130243,1,Q3,Q3-C,70,C:70
20260521_130243,1,Q4,Q4-D,7,D:7
