game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260531_011732,2026-05-31 01:17:32.328902,2026-05-31 01:20:27.785642,3,SUCCESS,A,2,"A,C",175.45674
20260531_012027,2026-05-31 01:20:27.789387,2026-05-31 01:22:56.474020,3,SUCCESS,B,2,"B,C",148.684633
20260531_012256,2026-05-31 01:22:56.476954,2026-05-31 01:25:40.421548,3,SUCCESS,B,2,"B,D",163.944594
20260531_012540,2026-05-31 01:25:40.424205,2026-05-31 01:29:05.569725,1,SUCCESS,A,4,"A,B,C,D",205.14552
20260531_012905,2026-05-31 01:29:05.571979,2026-05-31 01:31:28.016044,2,SUCCESS,B,3,"B,C,D",142.444065
20260531_013128,2026-05-31 01:31:28.018873,2026-05-31 01:34:15.340770,2,SUCCESS,B,3,"A,B,C",167.321897
20260531_013415,2026-05-31 01:34:15.343519,2026-05-31 01:36:16.180253,2,SUCCESS,A,3,"A,B,D",120.836734
20260531_013616,2026-05-31 01:36:16.184232,2026-05-31 01:39:23.268444,2,SUCCESS,B,3,"A,B,D",187.084212
20260531_013923,2026-05-31 01:39:23.270797,2026-05-31 01:41:45.405621,1,SUCCESS,C,4,"A,B,C,D",142.134824
20260531_014145,2026-05-31 01:41:45.408141,2026-05-31 01:42:42.512848,1,SUCCESS,C,4,"A,B,C,D",57.104707
20260531_014242,2026-05-31 01:42:42.514923,2026-05-31 01:43:29.761303,1,SUCCESS,C,4,"A,B,C,D",47.24638
