player,game_id,survival,coins
A,20260521_130307,True,1
B,20260521_130307,False,0
C,20260521_130307,False,0
D,20260521_130307,False,0
A,20260521_130534,True,2
B,20260521_130534,True,3
C,20260521_130534,True,2
D,20260521_130534,False,0
A,20260521_130834,True,2
B,20260521_130834,False,0
C,20260521_130834,True,3
D,20260521_130834,True,4
A,20260521_131044,True,3
B,20260521_131044,True,4
C,20260521_131044,True,3
D,20260521_131044,True,4
A,20260521_131206,True,2
B,20260521_131206,False,0
C,20260521_131206,True,3
D,20260521_131206,True,4
A,20260521_131425,True,2
B,20260521_131425,False,0
C,20260521_131425,True,3
D,20260521_131425,True,4
A,20260521_131708,True,3
B,20260521_131708,True,4
C,20260521_131708,True,3
D,20260521_131708,True,4
A,20260521_131857,True,3
B,20260521_131857,True,4
C,20260521_131857,True,3
D,20260521_131857,True,4
A,20260521_132022,True,3
B,20260521_132022,True,4
C,20260521_132022,True,3
D,20260521_132022,True,4
A,20260521_132104,True,3
B,20260521_132104,True,4
C,20260521_132104,True,3
D,20260521_132104,True,4
A,20260521_132135,True,3
B,20260521_132135,True,4
C,20260521_132135,True,3
D,20260521_132135,True,4
