game_id,round,question_id,capsule_label,correct_answer,player_answers
20260521_130307,1,Q1,Q1-A+B+C,84,"A,B,C:84"
20260521_130307,1,Q2,Q2-B+A,4,"B,A:4"
20260521_130307,1,Q3,Q3-C,29,C:29
20260521_130307,1,Q4,Q4-D,9,D:wrong answer
20260521_130307,2,Q1,Q1-A+B+C,84,"A,B,C:84"
20260521_130307,2,Q2,Q2-B+A,4,"B,A:4"
20260521_130307,2,Q3,Q3-C,29,C:29
20260521_130307,2,Q4,Q4-D,9,D:wrong answer
20260521_130307,2,Q4,Q4-A+C,9,"A,C:9"
20260521_130307,3,Q1,Q1-A+B+C,84,"A,B,C:84"
20260521_130307,3,Q2,Q2-B+A,4,"B,A:4"
20260521_130307,3,Q3,Q3-C+A,29,"C,A:29"
20260521_130307,3,Q4,Q4-D,9,D:wrong answer
20260521_130307,3,Q4,Q4-A+C,9,"A,C:9"
20260521_130307,4,Q1,Q1-A+B+C,84,"A,B,C:84"
20260521_130307,4,Q2,Q2-B+A,4,"B,A:4"
20260521_130307,4,Q3,Q3-C+A,29,"C,A:29"
20260521_130307,4,Q4,Q4-D,9,D:wrong answer
20260521_130307,4,Q4,Q4-A+C,9,"A,C:9"
20260521_130534,1,Q1,Q1-A+B,38,"A,B:38"
20260521_130534,1,Q2,Q2-B+A+C,72,"B,A,C:72"
20260521_130534,1,Q3,Q3-C,61,C:61
20260521_130534,1,Q4,Q4-D,87,D:87
20260521_130534,2,Q1,Q1-A+B,38,"A,B:38"
20260521_130534,2,Q2,Q2-B+A+C,72,"B,A,C:72"
20260521_130534,2,Q3,Q3-C,61,C:61
20260521_130534,2,Q4,Q4-D+A+C,87,"D,A,C:87"
20260521_130834,1,Q1,Q1-A+B,36,"A,B:36"
20260521_130834,1,Q2,Q2-B+A,83,"B,A:83"
20260521_130834,1,Q3,Q3-C,43,C:43
20260521_130834,1,Q4,Q4-D+C,8,"D,C:8"
20260521_130834,2,Q1,Q1-A+B,36,"A,B:36"
20260521_130834,2,Q2,Q2-B+A,83,"B,A:83"
20260521_130834,2,Q3,Q3-C+A,43,"C,A:43"
20260521_130834,2,Q4,Q4-D+C,8,"D,C:8"
20260521_131044,1,Q1,Q1-A,56,A:56
20260521_131044,1,Q2,Q2-B+A,60,"B,A:60"
20260521_131044,1,Q3,Q3-C,45,C:45
20260521_131044,1,Q4,Q4-D+C,66,"D,C:66"
20260521_131206,1,Q1,Q1-A,75,A:75
20260521_131206,1,Q2,Q2-B+A,82,"B,A:82"
20260521_131206,1,Q3,Q3-C,90,C:90
20260521_131206,1,Q4,Q4-D,80,D:wrong answer
20260521_131206,1,Q4,Q4-C,80,C:80
20260521_131206,2,Q1,Q1-A,75,A:75
20260521_131206,2,Q2,Q2-B+A,82,"B,A:82"
20260521_131206,2,Q3,Q3-C+A,90,"C,A:90"
20260521_131206,2,Q4,Q4-D,80,D:wrong answer
20260521_131206,2,Q4,Q4-C,80,C:80
20260521_131425,1,Q1,Q1-A,63,A:63
20260521_131425,1,Q2,Q2-B+A,86,"B,A:86"
20260521_131425,1,Q3,Q3-C,80,C:80
20260521_131425,1,Q4,Q4-D+B+C,11,"D,B,C:11"
20260521_131425,2,Q1,Q1-A,63,A:63
20260521_131425,2,Q2,Q2-B+A,86,"B,A:86"
20260521_131425,2,Q3,Q3-C+A,80,"C,A:80"
20260521_131425,2,Q4,Q4-D+B+C,11,"D,B,C:11"
20260521_131708,1,Q1,Q1-A,66,A:66
20260521_131708,1,Q2,Q2-B+A,48,"B,A:48"
20260521_131708,1,Q3,Q3-C,36,C:36
20260521_131708,1,Q4,Q4-D+C,60,"D,C:60"
20260521_131857,1,Q1,Q1-A,84,A:84
20260521_131857,1,Q2,Q2-B+A,7,"B,A:7"
20260521_131857,1,Q3,Q3-C,8,C:8
20260521_131857,1,Q4,Q4-D+C,82,"D,C:82"
20260521_132022,1,Q1,Q1-A,47,A:47
20260521_132022,1,Q2,Q2-B+A,34,"B,A:34"
20260521_132022,1,Q3,Q3-C,48,C:48
20260521_132022,1,Q4,Q4-D+C,76,"D,C:76"
20260521_132104,1,Q1,Q1-A,11,A:11
20260521_132104,1,Q2,Q2-B+A,11,"B,A:11"
20260521_132104,1,Q3,Q3-C,6,C:6
20260521_132104,1,Q4,Q4-D+C,43,"D,C:43"
20260521_132135,1,Q1,Q1-A,84,A:84
20260521_132135,1,Q2,Q2-B+A,34,"B,A:34"
20260521_132135,1,Q3,Q3-C,37,C:37
20260521_132135,1,Q4,Q4-D+C,72,"D,C:72"
