game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20251210_213256,2025-12-10 21:32:56.303068,2025-12-10 21:43:30.947256,3,SUCCESS,C,2,"A,C",634.644188
20251210_214330,2025-12-10 21:43:30.952805,2025-12-10 21:51:40.119011,2,SUCCESS,A,3,"A,B,D",489.166206
20251210_215140,2025-12-10 21:51:40.122295,2025-12-10 22:00:30.021627,2,SUCCESS,A,3,"A,C,D",529.899332
20251210_220030,2025-12-10 22:00:30.026801,2025-12-10 22:07:04.254557,1,SUCCESS,C,4,"A,B,C,D",394.227756
20251210_220704,2025-12-10 22:07:04.258622,2025-12-10 22:12:09.997685,1,SUCCESS,B,4,"A,B,C,D",305.739063
20251210_221210,2025-12-10 22:12:10.001240,2025-12-10 22:16:58.847345,1,SUCCESS,C,4,"A,B,C,D",288.846105
20251210_221658,2025-12-10 22:16:58.851008,2025-12-10 22:21:18.562302,1,SUCCESS,C,4,"A,B,C,D",259.711294
20251210_222118,2025-12-10 22:21:18.568168,2025-12-10 22:25:18.246909,1,SUCCESS,B,4,"A,B,C,D",239.678741
20251210_222518,2025-12-10 22:25:18.251829,2025-12-10 22:28:31.878026,1,SUCCESS,C,4,"A,B,C,D",193.626197
20251210_222831,2025-12-10 22:28:31.883090,2025-12-10 22:31:14.053638,1,SUCCESS,C,4,"A,B,C,D",162.170548
20251210_223114,2025-12-10 22:31:14.056340,2025-12-10 22:33:15.227983,1,SUCCESS,C,4,"A,B,C,D",121.171643
