game_id,round,question_id,capsule_label,correct_answer,player_answers
20251208_235541,1,Q1,Q1-A+B+C,72,"A,B,C:72"
20251208_235541,1,Q2,Q2-B+A,60,"B,A:60"
20251208_235541,1,Q3,Q3-C,6,C:6
20251208_235541,1,Q4,Q4-D,24,D:24
20251208_235541,2,Q1,Q1-A+B+C,72,"A,B,C:72"
20251208_235541,2,Q2,Q2-B+A,60,"B,A:60"
20251208_235541,2,Q3,Q3-C,6,C:6
20251208_235541,2,Q4,Q4-D+C,24,"D,C:24"
20251208_235902,1,Q1,Q1-A,7,A:7
20251208_235902,1,Q2,Q2-B,11,B:11
20251208_235902,1,Q3,Q3-C,8,C:8
20251208_235902,1,Q4,Q4-D,4,D:4
20251209_000229,1,Q1,Q1-A,54,A:54
20251209_000229,1,Q2,Q2-B,6,B:6
20251209_000229,1,Q3,Q3-C,36,C:36
20251209_000229,1,Q4,Q4-D,54,D:54
20251209_000338,1,Q1,Q1-A,37,A:37
20251209_000338,1,Q2,Q2-B,5,B:5
20251209_000338,1,Q3,Q3-C,11,C:11
20251209_000338,1,Q4,Q4-D,82,D:82
20251209_000736,1,Q1,Q1-A,34,A:34
20251209_000736,1,Q2,Q2-B,11,B:11
20251209_000736,1,Q3,Q3-C,9,C:9
20251209_000736,1,Q4,Q4-D,37,D:37
20251209_000900,1,Q1,Q1-A,27,A:27
20251209_000900,1,Q2,Q2-B,80,B:80
20251209_000900,1,Q3,Q3-C,7,C:7
20251209_000900,1,Q4,Q4-D,83,D:83
20251209_001048,1,Q1,Q1-A,47,A:47
20251209_001048,1,Q2,Q2-B,60,B:60
20251209_001048,1,Q3,Q3-C,8,C:8
20251209_001048,1,Q4,Q4-D,90,D:90
20251209_001315,1,Q1,Q1-A,63,A:63
20251209_001315,1,Q2,Q2-B,86,B:86
20251209_001315,1,Q3,Q3-C,11,C:11
20251209_001315,1,Q4,Q4-D,87,D:87
20251209_001607,1,Q1,Q1-A,18,A:18
20251209_001607,1,Q2,Q2-B,64,B:64
20251209_001607,1,Q3,Q3-C,8,C:8
20251209_001607,1,Q4,Q4-D,48,D:48
20251209_001726,1,Q1,Q1-A,49,A:49
20251209_001726,1,Q2,Q2-B,60,B:60
20251209_001726,1,Q3,Q3-C,66,C:66
20251209_001726,1,Q4,Q4-D,7,D:7
