player,game_id,survival,coins
A,20260519_230306,False,0
B,20260519_230306,False,0
C,20260519_230306,True,2
D,20260519_230306,False,0
A,20260519_230656,True,3
B,20260519_230656,True,3
C,20260519_230656,True,2
D,20260519_230656,False,0
A,20260519_231014,False,0
B,20260519_231014,True,2
C,20260519_231014,False,0
D,20260519_231014,True,4
A,20260519_231436,True,3
B,20260519_231436,False,0
C,20260519_231436,True,2
D,20260519_231436,True,4
A,20260519_231704,True,3
B,20260519_231704,True,2
C,20260519_231704,False,0
D,20260519_231704,True,4
A,20260519_231941,True,3
B,20260519_231941,True,2
C,20260519_231941,False,0
D,20260519_231941,True,4
A,20260519_232156,True,3
B,20260519_232156,True,3
C,20260519_232156,True,3
D,20260519_232156,False,0
A,20260519_232350,True,3
B,20260519_232350,True,3
C,20260519_232350,True,4
D,20260519_232350,True,4
A,20260519_232447,True,3
B,20260519_232447,True,4
C,20260519_232447,True,4
D,20260519_232447,True,4
A,20260519_232522,True,3
B,20260519_232522,True,4
C,20260519_232522,True,4
D,20260519_232522,True,4
A,20260519_232620,True,4
B,20260519_232620,True,4
C,20260519_232620,True,4
D,20260519_232620,True,4
