game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260521_213525,2026-05-21 21:35:25.812402,2026-05-21 21:37:50.895149,2,SUCCESS,C,3,"A,C,D",145.082747
20260521_213750,2026-05-21 21:37:50.898088,2026-05-21 21:39:53.165224,2,SUCCESS,A,3,"A,B,D",122.267136
20260521_213953,2026-05-21 21:39:53.168175,2026-05-21 21:41:02.533106,1,SUCCESS,C,4,"A,B,C,D",69.364931
20260521_214102,2026-05-21 21:41:02.535517,2026-05-21 21:43:52.037651,4,SUCCESS,A,1,A,169.502134
20260521_214352,2026-05-21 21:43:52.041174,2026-05-21 21:46:36.076544,4,ALL_DEAD,None,0,,164.03537
20260521_214636,2026-05-21 21:46:36.079607,2026-05-21 21:48:08.503642,1,SUCCESS,B,4,"A,B,C,D",92.424035
20260521_214808,2026-05-21 21:48:08.505616,2026-05-21 21:49:12.160309,1,SUCCESS,B,4,"A,B,C,D",63.654693
20260521_214912,2026-05-21 21:49:12.162529,2026-05-21 21:49:55.272847,1,SUCCESS,B,4,"A,B,C,D",43.110318
20260521_214955,2026-05-21 21:49:55.276925,2026-05-21 21:50:27.164240,1,SUCCESS,B,4,"A,B,C,D",31.887315
20260521_215027,2026-05-21 21:50:27.167723,2026-05-21 21:50:55.178928,1,SUCCESS,B,4,"A,B,C,D",28.011205
20260521_215055,2026-05-21 21:50:55.182080,2026-05-21 21:51:29.964303,1,SUCCESS,B,4,"A,B,C,D",34.782223
