game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_014556,2026-05-20 01:45:56.438622,2026-05-20 01:48:59.225382,4,ALL_DEAD,None,0,,182.78676
20260520_014859,2026-05-20 01:48:59.228149,2026-05-20 01:53:20.252389,3,SUCCESS,C,2,"B,C",261.02424
20260520_015320,2026-05-20 01:53:20.255359,2026-05-20 01:58:36.184235,3,SUCCESS,B,2,"B,D",315.928876
20260520_015836,2026-05-20 01:58:36.188283,2026-05-20 02:01:45.100623,2,SUCCESS,A,3,"A,B,D",188.91234
20260520_020145,2026-05-20 02:01:45.104696,2026-05-20 02:05:21.544176,3,SUCCESS,C,2,"B,C",216.43948
20260520_020521,2026-05-20 02:05:21.546317,2026-05-20 02:07:57.859659,2,SUCCESS,A,3,"A,B,C",156.313342
20260520_020757,2026-05-20 02:07:57.861975,2026-05-20 02:10:03.846359,2,SUCCESS,A,3,"A,C,D",125.984384
20260520_021003,2026-05-20 02:10:03.851088,2026-05-20 02:12:21.226461,2,SUCCESS,A,3,"A,B,D",137.375373
20260520_021221,2026-05-20 02:12:21.228853,2026-05-20 02:13:24.030675,2,SUCCESS,A,3,"A,B,D",62.801822
20260520_021324,2026-05-20 02:13:24.034650,2026-05-20 02:15:40.077125,2,SUCCESS,A,3,"A,B,C",136.042475
20260520_021540,2026-05-20 02:15:40.082050,2026-05-20 02:17:24.791194,2,SUCCESS,A,3,"A,B,D",104.709144
