game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20251210_010154,2025-12-10 01:01:54.158307,2025-12-10 01:07:30.464690,2,SUCCESS,A,3,"A,B,D",336.306383
20251210_010730,2025-12-10 01:07:30.469121,2025-12-10 01:09:31.427347,1,SUCCESS,B,4,"A,B,C,D",120.958226
20251210_010931,2025-12-10 01:09:31.431659,2025-12-10 01:11:30.230258,1,SUCCESS,C,4,"A,B,C,D",118.798599
20251210_011130,2025-12-10 01:11:30.232952,2025-12-10 01:13:13.853136,1,SUCCESS,A,4,"A,B,C,D",103.620184
20251210_011313,2025-12-10 01:13:13.857233,2025-12-10 01:15:47.699665,1,SUCCESS,C,4,"A,B,C,D",153.842432
20251210_011547,2025-12-10 01:15:47.701944,2025-12-10 01:18:42.724095,1,SUCCESS,A,4,"A,B,C,D",175.022151
20251210_011842,2025-12-10 01:18:42.728343,2025-12-10 01:19:53.043094,1,SUCCESS,A,4,"A,B,C,D",70.314751
20251210_011953,2025-12-10 01:19:53.045168,2025-12-10 01:24:18.678514,1,SUCCESS,B,4,"A,B,C,D",265.633346
20251210_012418,2025-12-10 01:24:18.680706,2025-12-10 01:29:12.875995,1,SUCCESS,A,4,"A,B,C,D",294.195289
20251210_012912,2025-12-10 01:29:12.878942,2025-12-10 01:30:05.662997,1,SUCCESS,A,4,"A,B,C,D",52.784055
