player,game_id,survival,coins
A,20260522_002948,False,0
B,20260522_002948,False,0
C,20260522_002948,True,2
D,20260522_002948,False,0
A,20260522_003220,False,0
B,20260522_003220,True,2
C,20260522_003220,True,2
D,20260522_003220,False,0
A,20260522_003400,False,0
B,20260522_003400,False,0
C,20260522_003400,True,2
D,20260522_003400,True,4
A,20260522_003500,False,0
B,20260522_003500,True,2
C,20260522_003500,True,2
D,20260522_003500,False,0
A,20260522_003629,True,1
B,20260522_003629,True,2
C,20260522_003629,False,0
D,20260522_003629,False,0
A,20260522_003809,False,0
B,20260522_003809,True,2
C,20260522_003809,False,0
D,20260522_003809,True,4
A,20260522_003911,False,0
B,20260522_003911,True,2
C,20260522_003911,True,3
D,20260522_003911,True,4
A,20260522_004008,True,3
B,20260522_004008,True,3
C,20260522_004008,True,4
D,20260522_004008,True,4
A,20260522_004048,True,3
B,20260522_004048,True,3
C,20260522_004048,True,4
D,20260522_004048,True,4
A,20260522_004132,True,3
B,20260522_004132,True,3
C,20260522_004132,True,4
D,20260522_004132,True,4
A,20260522_004203,True,3
B,20260522_004203,True,3
C,20260522_004203,True,4
D,20260522_004203,True,4
