player,game_id,survival,coins
A,20260518_225622,True,3
B,20260518_225622,False,0
C,20260518_225622,True,3
D,20260518_225622,True,4
A,20260518_225846,False,0
B,20260518_225846,True,3
C,20260518_225846,True,3
D,20260518_225846,True,4
A,20260518_230107,True,4
B,20260518_230107,True,3
C,20260518_230107,True,4
D,20260518_230107,True,4
A,20260518_230354,True,4
B,20260518_230354,True,3
C,20260518_230354,True,4
D,20260518_230354,True,4
A,20260518_230553,True,4
B,20260518_230553,True,3
C,20260518_230553,True,4
D,20260518_230553,True,4
A,20260518_230634,True,4
B,20260518_230634,True,3
C,20260518_230634,True,4
D,20260518_230634,True,4
A,20260518_230713,True,4
B,20260518_230713,True,3
C,20260518_230713,True,4
D,20260518_230713,True,4
