player,game_id,survival,coins
A,20260520_025241,False,0
B,20260520_025241,False,0
C,20260520_025241,True,2
D,20260520_025241,True,4
A,20260520_025528,False,0
B,20260520_025528,False,0
C,20260520_025528,False,0
D,20260520_025528,False,0
A,20260520_025822,True,2
B,20260520_025822,True,3
C,20260520_025822,True,3
D,20260520_025822,False,0
A,20260520_030142,True,3
B,20260520_030142,False,0
C,20260520_030142,True,3
D,20260520_030142,True,4
A,20260520_030338,True,3
B,20260520_030338,True,4
C,20260520_030338,True,3
D,20260520_030338,True,4
A,20260520_030522,True,3
B,20260520_030522,True,4
C,20260520_030522,True,3
D,20260520_030522,True,4
A,20260520_030618,True,3
B,20260520_030618,True,4
C,20260520_030618,True,3
D,20260520_030618,True,4
A,20260520_030700,True,3
B,20260520_030700,True,4
C,20260520_030700,True,3
D,20260520_030700,True,4
A,20260520_030731,True,3
B,20260520_030731,True,4
C,20260520_030731,True,3
D,20260520_030731,True,4
A,20260520_030812,True,3
B,20260520_030812,True,4
C,20260520_030812,True,3
D,20260520_030812,True,4
A,20260520_030838,True,3
B,20260520_030838,True,4
C,20260520_030838,True,3
D,20260520_030838,True,4
