game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_025241,2026-05-20 02:52:41.149210,2026-05-20 02:55:28.385275,3,SUCCESS,C,2,"C,D",167.236065
20260520_025528,2026-05-20 02:55:28.389002,2026-05-20 02:58:22.554979,4,ALL_DEAD,None,0,,174.165977
20260520_025822,2026-05-20 02:58:22.556776,2026-05-20 03:01:42.037297,2,SUCCESS,B,3,"A,B,C",199.480521
20260520_030142,2026-05-20 03:01:42.040531,2026-05-20 03:03:38.859503,2,SUCCESS,C,3,"A,C,D",116.818972
20260520_030338,2026-05-20 03:03:38.863826,2026-05-20 03:05:22.589990,1,SUCCESS,B,4,"A,B,C,D",103.726164
20260520_030522,2026-05-20 03:05:22.592855,2026-05-20 03:06:18.149587,1,SUCCESS,B,4,"A,B,C,D",55.556732
20260520_030618,2026-05-20 03:06:18.152578,2026-05-20 03:07:00.898806,1,SUCCESS,B,4,"A,B,C,D",42.746228
20260520_030700,2026-05-20 03:07:00.900268,2026-05-20 03:07:31.511061,1,SUCCESS,B,4,"A,B,C,D",30.610793
20260520_030731,2026-05-20 03:07:31.514827,2026-05-20 03:08:12.258570,1,SUCCESS,B,4,"A,B,C,D",40.743743
20260520_030812,2026-05-20 03:08:12.290407,2026-05-20 03:08:38.949650,1,SUCCESS,B,4,"A,B,C,D",26.659243
20260520_030838,2026-05-20 03:08:38.952758,2026-05-20 03:09:00.860554,1,SUCCESS,B,4,"A,B,C,D",21.907796
