player,game_id,survival,coins
A,20260521_152606,False,0
B,20260521_152606,True,2
C,20260521_152606,False,0
D,20260521_152606,True,4
A,20260521_152908,True,2
B,20260521_152908,False,0
C,20260521_152908,True,3
D,20260521_152908,True,4
A,20260521_153122,True,3
B,20260521_153122,True,3
C,20260521_153122,True,4
D,20260521_153122,True,4
A,20260521_153316,True,3
B,20260521_153316,True,3
C,20260521_153316,True,4
D,20260521_153316,True,4
A,20260521_153449,True,3
B,20260521_153449,True,4
C,20260521_153449,True,4
D,20260521_153449,True,4
A,20260521_154027,True,3
B,20260521_154027,True,4
C,20260521_154027,True,4
D,20260521_154027,True,4
A,20260521_154105,True,3
B,20260521_154105,True,4
C,20260521_154105,True,4
D,20260521_154105,True,4
A,20260521_154131,True,3
B,20260521_154131,True,4
C,20260521_154131,True,4
D,20260521_154131,True,4
A,20260521_154154,True,3
B,20260521_154154,True,4
C,20260521_154154,True,4
D,20260521_154154,True,4
A,20260521_154216,True,3
B,20260521_154216,True,4
C,20260521_154216,True,4
D,20260521_154216,True,4
A,20260521_154237,True,3
B,20260521_154237,True,4
C,20260521_154237,True,4
D,20260521_154237,True,4
