game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260531_120032,2026-05-31 12:00:32.332396,2026-05-31 12:03:20.968316,3,SUCCESS,A,2,"A,B",168.63592
20260531_120320,2026-05-31 12:03:20.972985,2026-05-31 12:05:16.697524,2,SUCCESS,C,3,"A,C,D",115.724539
20260531_120516,2026-05-31 12:05:16.701650,2026-05-31 12:07:31.956796,2,SUCCESS,C,3,"A,C,D",135.255146
20260531_120731,2026-05-31 12:07:31.959303,2026-05-31 12:10:21.129861,3,SUCCESS,A,2,"A,D",169.170558
20260531_121021,2026-05-31 12:10:21.132811,2026-05-31 12:17:27.945855,2,SUCCESS,C,3,"A,C,D",426.813044
20260531_121727,2026-05-31 12:17:27.948466,2026-05-31 12:19:56.275492,2,SUCCESS,C,3,"A,C,D",148.327026
20260531_121956,2026-05-31 12:19:56.278178,2026-05-31 12:21:49.815887,1,SUCCESS,B,4,"A,B,C,D",113.537709
20260531_122149,2026-05-31 12:21:49.819092,2026-05-31 12:22:40.226219,1,SUCCESS,B,4,"A,B,C,D",50.407127
20260531_122240,2026-05-31 12:22:40.227830,2026-05-31 12:23:43.359464,1,SUCCESS,B,4,"A,B,C,D",63.131634
20260531_122343,2026-05-31 12:23:43.362420,2026-05-31 12:24:18.893153,1,SUCCESS,B,4,"A,B,C,D",35.530733
20260531_122418,2026-05-31 12:24:18.895721,2026-05-31 12:24:41.440678,1,SUCCESS,B,4,"A,B,C,D",22.544957
