game_id,round,agent_id,agent_decision,whom_to_verify,agent_status_end_of_round,death_reason,defaulted_to_pass,coins_end_of_round
20260521_154253,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_154253,1,D,Pass,N/A,DIED,no_volunteer,False,0
20260521_154253,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_154253,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_154253,2,B,Verify: Q3,N/A,DIED,no_volunteer,False,0
20260521_154253,2,D,N/A,N/A,DEAD,N/A,False,0
20260521_154253,2,C,Verify: Q4,N/A,ALIVE,N/A,False,2
20260521_154253,2,A,Verify: Q3,N/A,ALIVE,N/A,False,2
20260521_154253,3,B,N/A,N/A,DEAD,N/A,False,0
20260521_154253,3,D,N/A,N/A,DEAD,N/A,False,0
20260521_154253,3,C,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+A+B, Q4-C",N/A,ALIVE,N/A,False,2
20260521_154253,3,A,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+A+B, Q4-C",N/A,ALIVE,N/A,False,2
20260521_154650,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_154650,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_154650,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_154650,1,A,Verify: Q2,N/A,DIED,no_volunteer,False,0
20260521_154650,2,C,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260521_154650,2,B,Verify: Q3,N/A,ALIVE,N/A,False,2
20260521_154650,2,D,Pass,N/A,ALIVE,N/A,False,4
20260521_154650,2,A,N/A,N/A,DEAD,N/A,False,0
20260521_154650,3,C,N/A,N/A,DEAD,N/A,False,0
20260521_154650,3,B,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+B, Q4-D+C",N/A,ALIVE,N/A,False,2
20260521_154650,3,D,Pass,N/A,ALIVE,N/A,False,4
20260521_154650,3,A,N/A,N/A,DEAD,N/A,False,0
20260521_154830,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_154830,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_154830,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_154830,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155012,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155012,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155012,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_155012,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155148,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155148,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155148,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_155148,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155230,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155230,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155230,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_155230,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155255,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155255,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155255,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_155255,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155319,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155319,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155319,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_155319,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155347,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155347,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155347,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_155347,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155407,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155407,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155407,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_155407,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155429,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155429,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155429,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_155429,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
