player,game_id,survival,coins
A,20260521_140311,False,0
B,20260521_140311,True,2
C,20260521_140311,False,0
D,20260521_140311,True,4
A,20260521_140554,True,3
B,20260521_140554,False,0
C,20260521_140554,True,2
D,20260521_140554,True,4
A,20260521_140842,True,4
B,20260521_140842,True,3
C,20260521_140842,True,3
D,20260521_140842,True,4
A,20260521_141140,True,4
B,20260521_141140,True,4
C,20260521_141140,True,3
D,20260521_141140,True,4
A,20260521_141331,True,4
B,20260521_141331,True,4
C,20260521_141331,True,3
D,20260521_141331,True,4
A,20260521_141422,True,4
B,20260521_141422,True,4
C,20260521_141422,True,3
D,20260521_141422,True,4
A,20260521_141458,True,4
B,20260521_141458,True,4
C,20260521_141458,True,3
D,20260521_141458,True,4
