game_id,round,question_id,capsule_label,correct_answer,player_answers
20260520_214211,1,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_214211,1,Q2,Q2-B+A,87,"B,A:87"
20260520_214211,1,Q3,Q3-C,8,C:8
20260520_214211,1,Q4,Q4-D,84,D:wrong answer
20260520_214211,2,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_214211,2,Q2,Q2-B+A,87,"B,A:87"
20260520_214211,2,Q3,Q3-C+A+B,8,"C,A,B:8"
20260520_214211,2,Q4,Q4-D,84,D:wrong answer
20260520_214211,3,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_214211,3,Q2,Q2-B+A,87,"B,A:87"
20260520_214211,3,Q3,Q3-C+A+B,8,"C,A,B:8"
20260520_214211,3,Q4,Q4-D,84,D:wrong answer
20260520_214211,3,Q4,Q4-A+B,84,"A,B:84"
20260520_214211,4,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_214211,4,Q2,Q2-B+A,87,"B,A:87"
20260520_214211,4,Q3,Q3-C+A+B,8,"C,A,B:8"
20260520_214211,4,Q4,Q4-D,84,D:wrong answer
20260520_214211,4,Q4,Q4-A+B,84,"A,B:84"
20260520_214529,1,Q1,Q1-A+B,82,"A,B:82"
20260520_214529,1,Q2,Q2-B+A+C,87,"B,A,C:87"
20260520_214529,1,Q3,Q3-C,18,C:18
20260520_214529,1,Q4,Q4-D,9,D:wrong answer
20260520_214529,2,Q1,Q1-A+B,82,"A,B:82"
20260520_214529,2,Q2,Q2-B+A+C,87,"B,A,C:87"
20260520_214529,2,Q3,Q3-C+A+B,18,"C,A,B:18"
20260520_214529,2,Q4,Q4-D,9,D:wrong answer
20260520_214529,3,Q1,Q1-A+B,82,"A,B:82"
20260520_214529,3,Q2,Q2-B+A+C,87,"B,A,C:87"
20260520_214529,3,Q3,Q3-C+A+B,18,"C,A,B:18"
20260520_214529,3,Q4,Q4-D,9,D:wrong answer
20260520_214529,3,Q4,Q4-A,9,A:9
20260520_214529,4,Q1,Q1-A+B,82,"A,B:82"
20260520_214529,4,Q2,Q2-B+A+C,87,"B,A,C:87"
20260520_214529,4,Q3,Q3-C+A+B,18,"C,A,B:18"
20260520_214529,4,Q4,Q4-D,9,D:wrong answer
20260520_214529,4,Q4,Q4-A,9,A:9
20260520_214803,1,Q1,Q1-A,5,A:5
20260520_214803,1,Q2,Q2-B+A,37,"B,A:37"
20260520_214803,1,Q3,Q3-C,66,C:66
20260520_214803,1,Q4,Q4-D,60,D:wrong answer
20260520_214803,1,Q4,Q4-B,60,B:60
20260520_214803,2,Q1,Q1-A,5,A:5
20260520_214803,2,Q2,Q2-B+A,37,"B,A:37"
20260520_214803,2,Q3,Q3-C+A+B,66,"C,A,B:66"
20260520_214803,2,Q4,Q4-D,60,D:wrong answer
20260520_214803,2,Q4,Q4-B,60,B:60
20260520_214803,3,Q1,Q1-A,5,A:5
20260520_214803,3,Q2,Q2-B+A,37,"B,A:37"
20260520_214803,3,Q3,Q3-C+A+B,66,"C,A,B:66"
20260520_214803,3,Q4,Q4-D,60,D:wrong answer
20260520_214803,3,Q4,Q4-B,60,B:60
20260520_215144,1,Q1,Q1-A,82,A:82
20260520_215144,1,Q2,Q2-B+A,90,"B,A:90"
20260520_215144,1,Q3,Q3-C,9,C:9
20260520_215144,1,Q4,Q4-D+B+C,61,"D,B,C:61"
20260520_215144,2,Q1,Q1-A,82,A:82
20260520_215144,2,Q2,Q2-B+A,90,"B,A:90"
20260520_215144,2,Q3,Q3-C+A,9,"C,A:9"
20260520_215144,2,Q4,Q4-D+B+C,61,"D,B,C:61"
20260520_215632,1,Q1,Q1-A,56,A:56
20260520_215632,1,Q2,Q2-B+A,34,"B,A:34"
20260520_215632,1,Q3,Q3-C,7,C:7
20260520_215632,1,Q4,Q4-D+B,47,"D,B:47"
20260520_215839,1,Q1,Q1-A,73,A:73
20260520_215839,1,Q2,Q2-B+A,84,"B,A:84"
20260520_215839,1,Q3,Q3-C,11,C:11
20260520_215839,1,Q4,Q4-D+B,6,"D,B:6"
20260520_215934,1,Q1,Q1-A,48,A:48
20260520_215934,1,Q2,Q2-B+A,86,"B,A:86"
20260520_215934,1,Q3,Q3-C,11,C:11
20260520_215934,1,Q4,Q4-D+B,48,"D,B:48"
20260520_220000,1,Q1,Q1-A,5,A:5
20260520_220000,1,Q2,Q2-B+A,7,"B,A:7"
20260520_220000,1,Q3,Q3-C,11,C:11
20260520_220000,1,Q4,Q4-D+B,43,"D,B:43"
20260520_220040,1,Q1,Q1-A,6,A:6
20260520_220040,1,Q2,Q2-B+A,63,"B,A:63"
20260520_220040,1,Q3,Q3-C,37,C:37
20260520_220040,1,Q4,Q4-D+B,36,"D,B:36"
20260520_220059,1,Q1,Q1-A,88,A:88
20260520_220059,1,Q2,Q2-B+A,48,"B,A:48"
20260520_220059,1,Q3,Q3-C,36,C:36
20260520_220059,1,Q4,Q4-D+B,44,"D,B:44"
20260520_220118,1,Q1,Q1-A,60,A:60
20260520_220118,1,Q2,Q2-B+A,6,"B,A:6"
20260520_220118,1,Q3,Q3-C,11,C:11
20260520_220118,1,Q4,Q4-D+B,8,"D,B:8"
