player,game_id,survival,coins
A,20260520_214211,True,1
B,20260520_214211,False,0
C,20260520_214211,False,0
D,20260520_214211,False,0
A,20260520_214529,True,1
B,20260520_214529,False,0
C,20260520_214529,False,0
D,20260520_214529,False,0
A,20260520_214803,True,2
B,20260520_214803,False,0
C,20260520_214803,False,0
D,20260520_214803,True,4
A,20260520_215144,True,2
B,20260520_215144,True,3
C,20260520_215144,True,3
D,20260520_215144,False,0
A,20260520_215632,True,3
B,20260520_215632,True,3
C,20260520_215632,True,4
D,20260520_215632,True,4
A,20260520_215839,True,3
B,20260520_215839,True,3
C,20260520_215839,True,4
D,20260520_215839,True,4
A,20260520_215934,True,3
B,20260520_215934,True,3
C,20260520_215934,True,4
D,20260520_215934,True,4
A,20260520_220000,True,3
B,20260520_220000,True,3
C,20260520_220000,True,4
D,20260520_220000,True,4
A,20260520_220040,True,3
B,20260520_220040,True,3
C,20260520_220040,True,4
D,20260520_220040,True,4
A,20260520_220059,True,3
B,20260520_220059,True,3
C,20260520_220059,True,4
D,20260520_220059,True,4
A,20260520_220118,True,3
B,20260520_220118,True,3
C,20260520_220118,True,4
D,20260520_220118,True,4
