player,game_id,survival,coins
A,20260521_142608,True,2
B,20260521_142608,False,0
C,20260521_142608,True,3
D,20260521_142608,True,4
A,20260521_142754,True,3
B,20260521_142754,False,0
C,20260521_142754,True,3
D,20260521_142754,True,4
A,20260521_142955,True,4
B,20260521_142955,True,4
C,20260521_142955,True,3
D,20260521_142955,True,4
A,20260521_143052,True,4
B,20260521_143052,True,4
C,20260521_143052,True,4
D,20260521_143052,True,4
A,20260521_143141,True,4
B,20260521_143141,True,4
C,20260521_143141,True,4
D,20260521_143141,True,4
A,20260521_143213,True,4
B,20260521_143213,True,4
C,20260521_143213,True,4
D,20260521_143213,True,4
A,20260521_143243,True,4
B,20260521_143243,True,4
C,20260521_143243,True,4
D,20260521_143243,True,4
