game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260521_004823,2026-05-21 00:48:23.659846,2026-05-21 00:50:37.496265,3,SUCCESS,C,2,"C,D",133.836419
20260521_005037,2026-05-21 00:50:37.500499,2026-05-21 00:53:08.466013,3,SUCCESS,A,2,"A,D",150.965514
20260521_005308,2026-05-21 00:53:08.470713,2026-05-21 00:57:09.356737,2,SUCCESS,C,3,"A,C,D",240.886024
20260521_005709,2026-05-21 00:57:09.359459,2026-05-21 01:01:40.877191,2,SUCCESS,C,3,"B,C,D",271.517732
20260521_010140,2026-05-21 01:01:40.883665,2026-05-21 01:05:44.923302,2,SUCCESS,C,3,"A,C,D",244.039637
20260521_010544,2026-05-21 01:05:44.928408,2026-05-21 01:13:09.044207,2,SUCCESS,C,3,"A,C,D",444.115799
20260521_011309,2026-05-21 01:13:09.049316,2026-05-21 01:18:01.272830,1,SUCCESS,B,4,"A,B,C,D",292.223514
20260521_011801,2026-05-21 01:18:01.275705,2026-05-21 01:19:15.677017,1,SUCCESS,B,4,"A,B,C,D",74.401312
20260521_011915,2026-05-21 01:19:15.681408,2026-05-21 01:20:59.599000,1,SUCCESS,B,4,"A,B,C,D",103.917592
20260521_012059,2026-05-21 01:20:59.602581,2026-05-21 01:22:06.735242,1,SUCCESS,B,4,"A,B,C,D",67.132661
20260521_012206,2026-05-21 01:22:06.739490,2026-05-21 01:22:43.416661,1,SUCCESS,B,4,"A,B,C,D",36.677171
