player,game_id,survival,coins
A,20251210_132247,False,0
B,20251210_132247,True,1
C,20251210_132247,False,0
D,20251210_132247,False,0
A,20251210_132930,True,4
B,20251210_132930,True,3
C,20251210_132930,True,3
D,20251210_132930,True,4
A,20251210_133327,True,4
B,20251210_133327,True,3
C,20251210_133327,True,4
D,20251210_133327,True,4
A,20251210_134048,True,4
B,20251210_134048,True,3
C,20251210_134048,True,4
D,20251210_134048,True,4
A,20251210_134432,True,4
B,20251210_134432,True,3
C,20251210_134432,True,4
D,20251210_134432,True,4
A,20251210_134826,True,4
B,20251210_134826,True,3
C,20251210_134826,True,4
D,20251210_134826,True,4
A,20251210_135020,True,4
B,20251210_135020,True,3
C,20251210_135020,True,4
D,20251210_135020,True,4
A,20251210_135222,True,4
B,20251210_135222,True,3
C,20251210_135222,True,4
D,20251210_135222,True,4
A,20251210_135504,True,4
B,20251210_135504,True,3
C,20251210_135504,True,4
D,20251210_135504,True,4
A,20251210_135742,True,4
B,20251210_135742,True,3
C,20251210_135742,True,4
D,20251210_135742,True,4
A,20251210_140014,True,4
B,20251210_140014,True,3
C,20251210_140014,True,4
D,20251210_140014,True,4
